itemid,hudoc_url,judgementdate,chrono_date,judgment_year,split,test_view,test_challenging_view,respondent_state,country_alpha2,hudoc_decision_body,court_formation,is_grand_chamber,case_importance,has_separate_opinion,represented,num_applicants,num_violations_found,has_mixed_outcome,violated_articles,violated_articles_count,violation_type,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p,y_amount_eur,y_binary
001-152416,https://hudoc.echr.coe.int/eng?i=001-152416,17/02/2015 00:00:00,2015-02-17,2015,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,3,True,True,1,3,False,10;13,2,substantive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,30.0,0.0,7268.65445474,50765918159.1,8.8914640391,24.650491064,5000.0,1
001-152251,https://hudoc.echr.coe.int/eng?i=001-152251,19/02/2015 00:00:00,2015-02-19,2015,train,,False,Russian Federation,ru,COMMITTEE,Committee,False,4,False,False,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1949.0,1,0,1,0,0.0,0.0,72.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,5000.0,1
001-152252,https://hudoc.echr.coe.int/eng?i=001-152252,19/02/2015 00:00:00,2015-02-19,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,1,False,3,1,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,0.0,1.0,0.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,15000.0,1
001-152255,https://hudoc.echr.coe.int/eng?i=001-152255,19/02/2015 00:00:00,2015-02-19,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,True,1,2,False,3;6,2,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,1,0,0.0,1.0,1.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,20000.0,1
001-152258,https://hudoc.echr.coe.int/eng?i=001-152258,19/02/2015 00:00:00,2015-02-19,2015,train,,False,Russian Federation,ru,COMMITTEE,Committee,False,4,False,True,1,1,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,0.0,0.0,0.0,1.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,3300.0,1
001-152259,https://hudoc.echr.coe.int/eng?i=001-152259,19/02/2015 00:00:00,2015-02-19,2015,train,,False,Croatia,hr,CHAMBER,Chamber,False,3,False,False,1,2,False,3;5,2,both,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,0,0,0.0,1.0,1.0,0.0,12283.784062,50998893384.8,9.41611670743,24.6550697711,0.0,0
001-152644,https://hudoc.echr.coe.int/eng?i=001-152644,19/02/2015 00:00:00,2015-02-19,2015,train,,False,France,fr,CHAMBER,Chamber,False,3,False,True,1,1,False,3,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,36.0,0.0,36702.4323733,2442483452640.0,10.5106255548,28.5240364461,7000.0,1
001-152381,https://hudoc.echr.coe.int/eng?i=001-152381,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Serbia,rs,COMMITTEE,Committee,False,4,False,True,4,2,False,6;P1-1,2,substantive,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.0,1981.5,1,0,0,0,0.0,0.0,120.0,0.0,5820.32155769,41297410635.0,8.66928258672,24.4440656385,2000.0,1
001-152382,https://hudoc.echr.coe.int/eng?i=001-152382,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,3,False,True,1,1,False,9,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1976.0,1,0,1,0,0.0,0.0,0.0,1.0,7268.65445474,50765918159.1,8.8914640391,24.650491064,3000.0,1
001-152385,https://hudoc.echr.coe.int/eng?i=001-152385,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Serbia,rs,COMMITTEE,Committee,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,0.0,0.0,1.0,5820.32155769,41297410635.0,8.66928258672,24.4440656385,2000.0,1
001-152386,https://hudoc.echr.coe.int/eng?i=001-152386,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Serbia,rs,COMMITTEE,Committee,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,0.0,0.0,0.0,1.0,5820.32155769,41297410635.0,8.66928258672,24.4440656385,2000.0,1
001-152387,https://hudoc.echr.coe.int/eng?i=001-152387,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Serbia,rs,COMMITTEE,Committee,False,4,False,True,19,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,19,0,0.0,0.0,0.0,1.0,5820.32155769,41297410635.0,8.66928258672,24.4440656385,38000.0,1
001-152422,https://hudoc.echr.coe.int/eng?i=001-152422,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,4,False,True,2,1,False,2,1,procedural,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1,0,0,0,1.0,0.0,42.0,0.0,7268.65445474,50765918159.1,8.8914640391,24.650491064,16000.0,1
001-152425,https://hudoc.echr.coe.int/eng?i=001-152425,24/02/2015 00:00:00,2015-02-24,2015,train,,False,"Moldova, Republic of",md,CHAMBER,Chamber,False,3,False,True,3,3,False,11;13,2,substantive,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1972.0,1,0,1,0,0.0,0.0,1.0,0.0,2749.55137054,7797667196.73,7.91955666894,22.7770904487,1000.0,1
001-152427,https://hudoc.echr.coe.int/eng?i=001-152427,24/02/2015 00:00:00,2015-02-24,2015,train,,False,"Moldova, Republic of",md,CHAMBER,Chamber,False,4,False,True,1,1,False,2,1,procedural,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.0,1,0,1,0,1.0,0.0,10.0,0.0,2749.55137054,7797667196.73,7.91955666894,22.7770904487,20000.0,1
001-152711,https://hudoc.echr.coe.int/eng?i=001-152711,24/02/2015 00:00:00,2015-02-24,2015,train,,False,Switzerland,ch,CHAMBER,Chamber,False,1,True,True,4,1,False,10,1,substantive,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,0,0,0.0,0.0,0.0,1.0,83806.4476004,694118186380.0,11.336277156,27.2659080803,0.0,0
001-152595,https://hudoc.echr.coe.int/eng?i=001-152595,26/02/2015 00:00:00,2015-02-26,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,False,1,3,False,13;3;5,3,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1983.0,1,0,1,0,0.0,0.0,33.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,12000.0,1
001-152596,https://hudoc.echr.coe.int/eng?i=001-152596,26/02/2015 00:00:00,2015-02-26,2015,train,,False,Ukraine,ua,COMMITTEE,Committee,False,4,False,False,1,1,False,2,1,procedural,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1.0,0.0,118.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,3000.0,1
001-152597,https://hudoc.echr.coe.int/eng?i=001-152597,26/02/2015 00:00:00,2015-02-26,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,True,1,1,True,2,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,1.0,0.0,78.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,6000.0,1
001-152598,https://hudoc.echr.coe.int/eng?i=001-152598,26/02/2015 00:00:00,2015-02-26,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,False,1,2,False,5;8,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,0.83,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,5000.0,1
001-152599,https://hudoc.echr.coe.int/eng?i=001-152599,26/02/2015 00:00:00,2015-02-26,2015,train,,False,Ukraine,ua,COMMITTEE,Committee,False,4,False,True,1,2,False,5;6,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,62.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,3500.0,1
001-152601,https://hudoc.echr.coe.int/eng?i=001-152601,26/02/2015 00:00:00,2015-02-26,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,2,False,3;5,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1983.0,1,0,1,0,0.0,0.0,12.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,7500.0,1
001-152624,https://hudoc.echr.coe.int/eng?i=001-152624,03/03/2015 00:00:00,2015-03-03,2015,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,4,False,True,2,1,False,P1-1,1,substantive,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1988.5,1,0,0,0,0.0,0.0,0.0,1.0,7268.65445474,50765918159.1,8.8914640391,24.650491064,3000.0,1
001-152625,https://hudoc.echr.coe.int/eng?i=001-152625,03/03/2015 00:00:00,2015-03-03,2015,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,True,1,1,False,3,1,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1987.0,1,0,1,0,0.0,1.0,0.1,0.0,12637.5220324,480054118583.0,9.44450473305,26.8971646815,14250.0,1
001-152626,https://hudoc.echr.coe.int/eng?i=001-152626,03/03/2015 00:00:00,2015-03-03,2015,train,,False,"Moldova, Republic of",md,CHAMBER,Chamber,False,4,False,True,1,1,False,3,1,substantive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1987.0,1,0,1,0,0.0,0.0,48.0,0.0,2749.55137054,7797667196.73,7.91955666894,22.7770904487,3000.0,1
001-152850,https://hudoc.echr.coe.int/eng?i=001-152850,03/03/2015 00:00:00,2015-03-03,2015,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,3,False,True,1,1,False,3,1,procedural,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,0,0,1.0,0.0,168.0,0.0,7268.65445474,50765918159.1,8.8914640391,24.650491064,0.0,0
001-152593,https://hudoc.echr.coe.int/eng?i=001-152593,05/03/2015 00:00:00,2015-03-05,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,3,False,True,1,2,False,5;8,2,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,1.0,0.0,12.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,6000.0,1
001-152777,https://hudoc.echr.coe.int/eng?i=001-152777,10/03/2015 00:00:00,2015-03-10,2015,train,,False,Bulgaria,bg,CHAMBER,Chamber,False,4,False,True,1,3,False,3;13;8,3,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,1,0,0.0,0.0,150.0,0.0,7268.65445474,50765918159.1,8.8914640391,24.650491064,4000.0,1
001-152778,https://hudoc.echr.coe.int/eng?i=001-152778,10/03/2015 00:00:00,2015-03-10,2015,train,,False,Albania,al,COMMITTEE,Committee,False,4,False,True,2,3,False,6;P1-1;13,3,substantive,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,4199.53912925,11470171827.0,8.34296816014,23.1630157486,0.0,0
001-152780,https://hudoc.echr.coe.int/eng?i=001-152780,10/03/2015 00:00:00,2015-03-10,2015,train,,False,Montenegro,me,CHAMBER,Chamber,False,4,False,True,1,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,1.0,0.0,0.0,1.0,6421.00307346,4010885990.84,8.76748535323,22.1122779995,0.0,0
001-152781,https://hudoc.echr.coe.int/eng?i=001-152781,10/03/2015 00:00:00,2015-03-10,2015,train,,False,Poland,pl,COMMITTEE,Committee,False,4,False,False,1,1,True,6,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,1.0,0.0,29.5,0.0,12637.5220324,480054118583.0,9.44450473305,26.8971646815,3500.0,1
001-152784,https://hudoc.echr.coe.int/eng?i=001-152784,10/03/2015 00:00:00,2015-03-10,2015,train,,False,Hungary,hu,CHAMBER,Chamber,False,2,False,True,6,3,False,3;13,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,6,0,0.0,0.0,0.0,1.0,12782.9412578,125244126623.0,9.45594507302,25.5535306826,0.0,0
001-153134,https://hudoc.echr.coe.int/eng?i=001-153134,10/03/2015 00:00:00,2015-03-10,2015,train,,False,Turkey,tr,CHAMBER,Chamber,False,1,True,True,1,1,False,8,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,0,0,0.0,0.0,67.0,0.0,11064.6494505,865460050684.0,9.31160094489,27.486527053,0.0,0
001-152724,https://hudoc.echr.coe.int/eng?i=001-152724,12/03/2015 00:00:00,2015-03-12,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,3,False,True,1,1,False,34,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,1,0,1.0,0.0,0.0,1.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,3000.0,1
001-152725,https://hudoc.echr.coe.int/eng?i=001-152725,12/03/2015 00:00:00,2015-03-12,2015,train,,False,Ukraine,ua,COMMITTEE,Committee,False,4,False,False,1,1,False,2,1,procedural,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1942.0,1,0,1,0,1.0,0.0,120.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,8000.0,1
001-152726,https://hudoc.echr.coe.int/eng?i=001-152726,12/03/2015 00:00:00,2015-03-12,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,3,False,True,1,1,False,3,1,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1988.0,1,0,1,0,0.0,1.0,0.0,1.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,15000.0,1
001-152728,https://hudoc.echr.coe.int/eng?i=001-152728,12/03/2015 00:00:00,2015-03-12,2015,train,,False,Russian Federation,ru,COMMITTEE,Committee,False,4,False,True,5,1,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,2,0,0.0,0.0,0.0,1.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,4000.0,1
001-152731,https://hudoc.echr.coe.int/eng?i=001-152731,12/03/2015 00:00:00,2015-03-12,2015,train,,False,Croatia,hr,CHAMBER,Chamber,False,4,True,True,1,1,False,8,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,1.0,0.0,37.0,0.0,12283.784062,50998893384.8,9.41611670743,24.6550697711,7500.0,1
001-152873,https://hudoc.echr.coe.int/eng?i=001-152873,17/03/2015 00:00:00,2015-03-17,2015,train,,False,Romania,ro,COMMITTEE,Committee,False,4,False,False,10,2,False,6;P1-1,2,substantive,0.5,0.4,0.1,0.0,0.0,0.7,0.2,0.1,1948.0,1,0,10,0,0.0,0.0,0.0,1.0,8977.01748158,177885131240.0,9.1025343665,25.9044038488,32218.0,1
001-152875,https://hudoc.echr.coe.int/eng?i=001-152875,17/03/2015 00:00:00,2015-03-17,2015,train,,False,Romania,ro,COMMITTEE,Committee,False,4,False,False,10,2,False,6;P1-1,2,substantive,0.3,0.7,0.0,0.0,0.0,0.3,0.7,0.0,1935.5,1,0,10,1,0.0,0.0,0.0,1.0,8977.01748158,177885131240.0,9.1025343665,25.9044038488,27600.0,1
001-152883,https://hudoc.echr.coe.int/eng?i=001-152883,17/03/2015 00:00:00,2015-03-17,2015,train,,False,Hungary,hu,COMMITTEE,Committee,False,4,False,True,1,1,False,P1-1,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,0.0,0.0,0.0,1.0,12782.9412578,125244126623.0,9.45594507302,25.5535306826,17500.0,1
001-152885,https://hudoc.echr.coe.int/eng?i=001-152885,17/03/2015 00:00:00,2015-03-17,2015,train,,False,Hungary,hu,COMMITTEE,Committee,False,4,False,True,1,1,False,P1-1,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,0.0,0.0,0.0,1.0,12782.9412578,125244126623.0,9.45594507302,25.5535306826,6500.0,1
001-152886,https://hudoc.echr.coe.int/eng?i=001-152886,17/03/2015 00:00:00,2015-03-17,2015,train,,False,Hungary,hu,COMMITTEE,Committee,False,4,False,True,1,1,False,P1-1,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1947.0,1,0,1,0,0.0,0.0,0.0,1.0,12782.9412578,125244126623.0,9.45594507302,25.5535306826,0.0,0
001-152888,https://hudoc.echr.coe.int/eng?i=001-152888,17/03/2015 00:00:00,2015-03-17,2015,train,,False,Romania,ro,CHAMBER,Chamber,False,4,False,True,3,1,True,3,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1986.0,1,0,1,0,1.0,0.0,0.0,1.0,8977.01748158,177885131240.0,9.1025343665,25.9044038488,22500.0,1
001-152889,https://hudoc.echr.coe.int/eng?i=001-152889,19/03/2015 00:00:00,2015-03-19,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,True,1,2,False,3;13,2,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,1.0,108.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,10000.0,1
001-152892,https://hudoc.echr.coe.int/eng?i=001-152892,19/03/2015 00:00:00,2015-03-19,2015,train,,False,Malta,mt,CHAMBER,Chamber,False,4,False,True,1,1,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,7.0,0.0,25529.6813338,11340795042.1,10.1476361975,23.1516722424,1200.0,1
001-153018,https://hudoc.echr.coe.int/eng?i=001-153018,24/03/2015 00:00:00,2015-03-24,2015,train,,False,Romania,ro,CHAMBER,Chamber,False,4,False,True,4,1,False,6,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,2,0,0.0,0.0,0.0,1.0,8977.01748158,177885131240.0,9.1025343665,25.9044038488,7200.0,1
001-153019,https://hudoc.echr.coe.int/eng?i=001-153019,24/03/2015 00:00:00,2015-03-24,2015,train,,False,Poland,pl,CHAMBER,Chamber,False,4,False,True,1,1,True,5,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,1.0,0.0,6.0,0.0,12637.5220324,480054118583.0,9.44450473305,26.8971646815,2000.0,1
001-153022,https://hudoc.echr.coe.int/eng?i=001-153022,24/03/2015 00:00:00,2015-03-24,2015,train,,False,Romania,ro,CHAMBER,Chamber,False,4,False,True,1,1,False,3,1,procedural,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,1.0,0.0,108.0,0.0,8977.01748158,177885131240.0,9.1025343665,25.9044038488,8000.0,1
001-153025,https://hudoc.echr.coe.int/eng?i=001-153025,24/03/2015 00:00:00,2015-03-24,2015,train,,False,Turkey,tr,CHAMBER,Chamber,False,4,False,True,2,1,False,3,1,both,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1962.0,1,0,1,0,0.0,1.0,0.0,1.0,11064.6494505,865460050684.0,9.31160094489,27.486527053,19500.0,1
001-153027,https://hudoc.echr.coe.int/eng?i=001-153027,24/03/2015 00:00:00,2015-03-24,2015,train,,False,Romania,ro,CHAMBER,Chamber,False,3,False,True,1,1,True,2,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,1,0,1.0,0.0,84.0,0.0,8977.01748158,177885131240.0,9.1025343665,25.9044038488,0.0,0
001-153518,https://hudoc.echr.coe.int/eng?i=001-153518,24/03/2015 00:00:00,2015-03-24,2015,train,,False,Italy,it,CHAMBER,Chamber,False,1,False,True,1,1,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1965.0,1,0,0,0,0.0,0.0,0.0,1.0,30639.8829751,1845428048840.0,10.3300904412,28.2437323713,0.0,0
001-152987,https://hudoc.echr.coe.int/eng?i=001-152987,26/03/2015 00:00:00,2015-03-26,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,3,4,False,2;3;5;13,4,both,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,1.0,108.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,79500.0,1
001-152988,https://hudoc.echr.coe.int/eng?i=001-152988,26/03/2015 00:00:00,2015-03-26,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,3,False,False,2,1,False,6,1,procedural,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,4000.0,1
001-152989,https://hudoc.echr.coe.int/eng?i=001-152989,26/03/2015 00:00:00,2015-03-26,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,False,True,1,4,False,2;3;5;13,4,both,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1949.0,1,0,1,0,0.0,1.0,102.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,60000.0,1
001-153307,https://hudoc.echr.coe.int/eng?i=001-153307,31/03/2015 00:00:00,2015-03-31,2015,train,,False,Turkey,tr,CHAMBER,Chamber,False,4,False,True,2,1,False,10,1,substantive,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1951.5,1,0,2,0,0.0,0.0,0.0,1.0,11064.6494505,865460050684.0,9.31160094489,27.486527053,5000.0,1
001-153308,https://hudoc.echr.coe.int/eng?i=001-153308,31/03/2015 00:00:00,2015-03-31,2015,train,,False,Armenia,am,CHAMBER,Chamber,False,4,False,True,1,2,False,11;13,2,substantive,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3512.39350277,10553337518.4,8.16433765931,23.0797079994,0.0,0
001-153349,https://hudoc.echr.coe.int/eng?i=001-153349,31/03/2015 00:00:00,2015-03-31,2015,train,,False,Armenia,am,CHAMBER,Chamber,False,4,True,True,3,3,True,3;6,2,both,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1964.0,1,0,3,0,0.0,1.0,10.0,0.0,3512.39350277,10553337518.4,8.16433765931,23.0797079994,62000.0,1
001-153350,https://hudoc.echr.coe.int/eng?i=001-153350,31/03/2015 00:00:00,2015-03-31,2015,train,,False,Armenia,am,CHAMBER,Chamber,False,4,False,True,1,1,False,3,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,0.0,35.0,0.0,3512.39350277,10553337518.4,8.16433765931,23.0797079994,9000.0,1
001-153315,https://hudoc.echr.coe.int/eng?i=001-153315,02/04/2015 00:00:00,2015-04-02,2015,train,,False,Croatia,hr,CHAMBER,Chamber,False,3,False,True,1,1,False,8,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1954.0,1,0,1,0,0.0,0.0,216.0,0.0,12283.784062,50998893384.8,9.41611670743,24.6550697711,25000.0,1
001-153316,https://hudoc.echr.coe.int/eng?i=001-153316,02/04/2015 00:00:00,2015-04-02,2015,train,,False,Croatia,hr,CHAMBER,Chamber,False,4,False,True,3,1,False,6,1,substantive,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,0,0,0.0,0.0,42.0,0.0,12283.784062,50998893384.8,9.41611670743,24.6550697711,3000.0,1
001-153317,https://hudoc.echr.coe.int/eng?i=001-153317,02/04/2015 00:00:00,2015-04-02,2015,train,,False,Croatia,hr,CHAMBER,Chamber,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,0.0,0.0,1.0,12283.784062,50998893384.8,9.41611670743,24.6550697711,5000.0,1
001-153351,https://hudoc.echr.coe.int/eng?i=001-153351,02/04/2015 00:00:00,2015-04-02,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,True,1,1,True,3,1,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,0,0,0.0,1.0,0.0,1.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,15000.0,1
001-153352,https://hudoc.echr.coe.int/eng?i=001-153352,02/04/2015 00:00:00,2015-04-02,2015,train,,False,Ukraine,ua,CHAMBER,Chamber,False,4,False,True,1,1,False,5,1,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,62.0,0.0,2094.47387695,91030967789.1,7.64753500103,25.234465591,4000.0,1
001-153353,https://hudoc.echr.coe.int/eng?i=001-153353,02/04/2015 00:00:00,2015-04-02,2015,train,,False,Russian Federation,ru,CHAMBER,Chamber,False,4,True,True,3,4,False,2;3;5;13,4,both,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1965.0,1,0,0,0,0.0,1.0,84.0,0.0,9277.71386719,1363482182200.0,9.13547822428,27.9410629715,60000.0,1
001-153472,https://hudoc.echr.coe.int/eng?i=001-153472,07/04/2015 00:00:00,2015-04-07,2015,train,,False,"Moldova, Republic of",md,CHAMBER,Chamber,False,4,False,True,1,2,False,3;5,2,substantive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,0.0,0.0,2.0,0.0,2749.55137054,7797667196.73,7.91955666894,22.7770904487,9800.0,1
001-153475,https://hudoc.echr.coe.int/eng?i=001-153475,07/04/2015 00:00:00,2015-04-07,2015,train,,False,United Kingdom,gb,COMMITTEE,Committee,False,4,False,True,1,1,True,5,1,procedural,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,1.0,0.0,13.0,0.0,45255.3449216,2945579890260.0,10.7200981586,28.7113268204,750.0,1
001-153476,https://hudoc.echr.coe.int/eng?i=001-153476,07/04/2015 00:00:00,2015-04-07,2015,train,,False,Serbia,rs,CHAMBER,Chamber,False,4,False,True,1,2,False,6;P1-1,2,substantive,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,0.0,0.0,132.0,0.0,5820.32155769,41297410635.0,8.66928258672,24.4440656385,1500.0,1
