itemid,country_alpha2,hudoc_decision_body,case_importance,has_separate_opinion,represented,num_violations_found,violation_type,num_applicants,judgment_year,judgment_month,violated_articles_count,violated_article_6,violated_article_3,violated_article_5,violated_article_13,violated_article_8,violated_article_P1_1,violated_article_2,violated_article_10,violated_article_11,violated_article_14,violated_article_34,violated_article_9,violated_article_P1_3,violated_article_38,violated_article_P4_2,violated_article_7,violated_article_P7_4,violated_article_P1_2,violated_article_18,violated_article_P7_2,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-98119,ua,CHAMBER,4,0,0,1,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,1.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98121,ru,CHAMBER,3,0,1,1,substantive,1,2010,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1950.0,1,0,1,0,0.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98124,ru,CHAMBER,3,0,0,1,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,1.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98126,ru,CHAMBER,4,0,1,1,substantive,1,2010,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,23.0,0.0,9.2757525958,27.8546959765
001-98128,ru,CHAMBER,3,0,0,2,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,0,0,1.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98130,ru,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1954.0,1,0,1,0,0.0,0.0,96.0,0.0,9.2757525958,27.8546959765
001-98134,ua,CHAMBER,4,0,0,2,substantive,1,2010,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1988.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98136,ru,CHAMBER,4,0,0,1,substantive,3,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,0,0,0.0,0.0,21.0,0.0,9.2757525958,27.8546959765
001-98138,ua,CHAMBER,4,0,1,1,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,0,0,1.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98140,ua,CHAMBER,3,0,1,1,both,1,2010,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,1.0,0.0,1.0,8.01982077416,25.3885461835
001-98142,ua,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,96.0,0.0,8.01982077416,25.3885461835
001-98144,ru,CHAMBER,4,0,0,1,substantive,5,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.4,0.6,0.0,1949.0,1,0,5,0,0.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98157,ua,CHAMBER,4,0,0,1,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,0,0,1.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98159,ua,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98161,ru,CHAMBER,4,0,1,4,both,3,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1943.0,1,0,1,0,0.0,1.0,84.0,0.0,9.2757525958,27.8546959765
001-98164,ua,CHAMBER,4,0,0,2,substantive,1,2010,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98168,ru,CHAMBER,4,0,1,5,both,2,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1955.5,1,0,0,0,0.0,1.0,72.0,0.0,9.2757525958,27.8546959765
001-98171,ua,CHAMBER,4,0,0,1,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,0,0,1.0,0.0,68.0,0.0,8.01982077416,25.3885461835
001-98173,ru,CHAMBER,4,0,1,2,both,1,2010,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1978.0,1,0,1,0,0.0,1.0,0.0,1.0,9.2757525958,27.8546959765
001-98175,ru,CHAMBER,4,0,1,5,both,2,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,2,0,0.0,1.0,87.0,0.0,9.2757525958,27.8546959765
001-98177,ru,CHAMBER,4,0,1,5,both,2,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.5,1,0,2,0,0.0,1.0,100.0,0.0,9.2757525958,27.8546959765
001-98179,ru,CHAMBER,4,0,1,4,both,4,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.0,0.0,0.25,0.25,0.5,0.0,1966.0,1,0,1,0,0.0,1.0,108.0,0.0,9.2757525958,27.8546959765
001-98182,ru,CHAMBER,4,0,1,5,both,1,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1947.0,1,0,1,0,0.0,1.0,84.0,0.0,9.2757525958,27.8546959765
001-98185,ua,CHAMBER,4,0,0,2,substantive,1,2010,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1932.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98189,hr,CHAMBER,4,0,1,3,substantive,1,2010,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1965.0,1,0,1,0,0.0,0.0,21.07,0.0,9.52739425078,24.6628029387
001-98253,tr,CHAMBER,4,0,1,1,substantive,5,2010,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1982.0,1,0,3,0,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-98256,tr,CHAMBER,3,0,1,1,substantive,1,2010,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1986.0,1,0,1,0,0.0,0.0,20.0,0.0,9.27799621119,27.1525054863
001-98259,tr,CHAMBER,3,1,1,3,substantive,3,2010,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1960.0,1,0,3,1,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-98261,tr,CHAMBER,4,0,1,2,substantive,1,2010,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,0,0,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-98264,rs,CHAMBER,4,0,1,2,substantive,1,2010,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,60.0,0.0,8.69482486947,24.4488001841
001-98331,ru,CHAMBER,2,0,1,1,substantive,1,2010,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,0,0,0.0,0.0,5.0,0.0,9.2757525958,27.8546959765
001-98349,al,CHAMBER,3,0,1,1,substantive,2,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,2,0,0.0,0.0,0.0,1.0,8.33089847993,23.0677701981
001-98353,tr,CHAMBER,3,0,1,1,substantive,2,2010,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,2,0,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-98357,tr,CHAMBER,3,0,1,2,both,16,2010,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0.0,1.0,0.0,1.0,9.27799621119,27.1525054863
001-98361,pl,CHAMBER,4,0,0,2,substantive,1,2010,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,27.3,0.0,9.43896740291,26.7423009055
001-98363,md,CHAMBER,4,0,1,3,substantive,1,2010,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,0.0166666666666666,0.0,7.79885100601,22.5944746612
001-98365,pl,CHAMBER,4,0,1,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-98379,lt,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,86.0,0.0,9.3784043212,24.2410952854
001-98387,pl,CHAMBER,4,0,1,1,substantive,1,2010,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,96.0,0.0,9.43896740291,26.7423009055
001-98327,ru,CHAMBER,4,1,1,1,procedural,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1979.0,1,0,1,0,1.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98329,ru,CHAMBER,3,0,0,1,procedural,1,2010,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,1.0,0.0,0.4333333333333333,0.0,9.2757525958,27.8546959765
001-98332,bg,CHAMBER,4,0,0,1,substantive,1,2010,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,0.0,1.0,8.8327260143,24.5849259817
001-98335,mk,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,74.0,0.0,8.4835052447,22.9114102223
001-98338,ru,CHAMBER,3,0,1,3,substantive,1,2010,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,1,0,0.0,0.0,51.0,0.0,9.2757525958,27.8546959765
001-98344,ru,CHAMBER,4,0,1,4,both,1,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,1.0,65.0,0.0,9.2757525958,27.8546959765
001-98376,ru,CHAMBER,4,0,1,5,both,1,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,1.0,87.0,0.0,9.2757525958,27.8546959765
001-98380,ru,CHAMBER,4,0,1,4,both,1,2010,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,1.0,72.0,0.0,9.2757525958,27.8546959765
001-98383,gr,CHAMBER,4,0,1,2,both,1,2010,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1985.0,1,0,1,0,0.0,1.0,54.0,0.0,10.190696343,26.2024019164
001-98388,hr,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,177.0,0.0,9.52739425078,24.6628029387
001-98391,bg,CHAMBER,4,0,1,2,substantive,2,2010,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.5,1,0,2,0,0.0,0.0,157.8,0.0,8.8327260143,24.5849259817
001-98395,az,CHAMBER,3,0,1,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,90.0,0.0,8.67326210483,24.5942368212
001-98397,hr,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,155.0,0.0,9.52739425078,24.6628029387
001-98401,az,CHAMBER,2,0,1,3,substantive,1,2010,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1976.0,1,0,1,0,0.0,0.0,0.0,1.0,8.67326210483,24.5942368212
001-98405,az,CHAMBER,4,0,1,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,90.0,0.0,8.67326210483,24.5942368212
001-98415,hr,CHAMBER,4,0,0,2,substantive,1,2010,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,0.0,180.0,0.0,9.52739425078,24.6628029387
001-98432,pl,CHAMBER,4,0,1,1,both,1,2010,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,1.0,0.0,1.0,9.43896740291,26.7423009055
001-98434,pl,CHAMBER,4,0,0,1,substantive,1,2010,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,1,0,0.0,0.0,7.0,0.0,9.43896740291,26.7423009055
001-98443,is,CHAMBER,1,0,1,1,substantive,1,2010,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1961.0,1,0,1,0,0.0,0.0,0.0,1.0,10.6868745288,23.4802388514
001-98445,md,CHAMBER,2,1,1,1,substantive,1,2010,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,0.0,1.0,7.79885100601,22.5944746612
001-98447,sk,CHAMBER,3,0,1,1,procedural,3,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,0,0,1.0,0.0,0.0,1.0,9.7350954497,25.0888337649
001-98437,ru,CHAMBER,4,0,0,1,substantive,1,2010,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,18.0,0.0,9.2757525958,27.8546959765
001-98450,ru,CHAMBER,4,0,1,1,substantive,1,2010,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1951.0,1,0,1,0,0.0,0.0,25.0,0.0,9.2757525958,27.8546959765
001-98452,ru,CHAMBER,4,0,1,1,substantive,1,2010,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,7.5,0.0,9.2757525958,27.8546959765
001-98454,ru,CHAMBER,4,0,0,2,substantive,1,2010,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,61.0,0.0,9.2757525958,27.8546959765
001-98471,bg,CHAMBER,4,0,1,3,substantive,3,2010,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1947.0,2,1,3,0,0.0,0.0,145.0,0.0,8.8327260143,24.5849259817
001-98594,ru,CHAMBER,4,0,1,1,substantive,1,2010,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,0.0,12.0,0.0,9.2757525958,27.8546959765
001-98596,ru,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,0,0,0.0,0.0,48.0,0.0,9.2757525958,27.8546959765
001-98598,ru,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,0.0,35.0,0.0,9.2757525958,27.8546959765
001-98600,ru,CHAMBER,4,0,1,3,both,1,2010,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1944.0,1,0,1,0,0.0,1.0,120.0,0.0,9.2757525958,27.8546959765
001-98610,ru,CHAMBER,4,0,1,4,both,1,2010,5,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1942.0,1,0,1,0,0.0,1.0,60.0,0.0,9.2757525958,27.8546959765
001-98613,ru,CHAMBER,4,0,1,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1928.0,1,0,1,0,0.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98621,ru,CHAMBER,3,0,1,3,substantive,1,2010,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1977.0,1,0,1,0,0.0,0.0,10.0,0.0,9.2757525958,27.8546959765
001-98500,pl,CHAMBER,4,0,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1930.0,1,0,1,0,1.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-98502,pl,CHAMBER,4,0,1,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,188.0,0.0,9.43896740291,26.7423009055
001-98504,sk,CHAMBER,4,0,1,2,substantive,1,2010,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,89.0,0.0,9.7350954497,25.0888337649
001-98506,sk,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,74.0,0.0,9.7350954497,25.0888337649
001-98508,sk,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,75.0,0.0,9.7350954497,25.0888337649
001-98511,sk,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,114.0,0.0,9.7350954497,25.0888337649
001-98513,sk,CHAMBER,4,0,1,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,85.0,0.0,9.7350954497,25.0888337649
001-98515,pl,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,204.0,0.0,9.43896740291,26.7423009055
001-98517,md,CHAMBER,4,0,1,1,procedural,1,2010,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,43.0,0.0,7.79885100601,22.5944746612
001-98531,ru,CHAMBER,3,0,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98533,ro,CHAMBER,4,0,0,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,1.0,0.0,0.0,1.0,9.03605096176,25.7673703349
001-98537,md,CHAMBER,3,1,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,1.0,0.0,0.0,1.0,7.79885100601,22.5944746612
001-98541,pl,CHAMBER,3,0,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1925.0,1,0,1,0,1.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-98543,pl,CHAMBER,4,0,0,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1934.0,1,0,1,0,1.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-98550,ru,CHAMBER,3,0,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,1,0,1.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98552,ua,CHAMBER,3,0,0,4,substantive,1,2010,5,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1965.0,1,0,1,0,0.0,0.0,3.73,0.0,8.01982077416,25.3885461835
001-98559,tr,CHAMBER,3,0,1,1,substantive,2,2010,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,0,0,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
