itemid,hudoc_url,judgementdate,chrono_date,split,test_view,test_challenging_view
001-141189,https://hudoc.echr.coe.int/eng?i=001-141189,27/02/2014 00:00:00,2014-02-27,train,,False
001-141191,https://hudoc.echr.coe.int/eng?i=001-141191,27/02/2014 00:00:00,2014-02-27,train,,False
001-141200,https://hudoc.echr.coe.int/eng?i=001-141200,27/02/2014 00:00:00,2014-02-27,train,,False
001-141202,https://hudoc.echr.coe.int/eng?i=001-141202,27/02/2014 00:00:00,2014-02-27,train,,False
001-141668,https://hudoc.echr.coe.int/eng?i=001-141668,27/02/2014 00:00:00,2014-02-27,train,,False
001-141365,https://hudoc.echr.coe.int/eng?i=001-141365,04/03/2014 00:00:00,2014-03-04,train,,False
001-141368,https://hudoc.echr.coe.int/eng?i=001-141368,04/03/2014 00:00:00,2014-03-04,train,,False
001-141781,https://hudoc.echr.coe.int/eng?i=001-141781,04/03/2014 00:00:00,2014-03-04,train,,False
001-141794,https://hudoc.echr.coe.int/eng?i=001-141794,04/03/2014 00:00:00,2014-03-04,train,,False
001-141382,https://hudoc.echr.coe.int/eng?i=001-141382,06/03/2014 00:00:00,2014-03-06,train,,False
001-141383,https://hudoc.echr.coe.int/eng?i=001-141383,06/03/2014 00:00:00,2014-03-06,train,,False
001-141371,https://hudoc.echr.coe.int/eng?i=001-141371,11/03/2014 00:00:00,2014-03-11,train,,False
001-141568,https://hudoc.echr.coe.int/eng?i=001-141568,11/03/2014 00:00:00,2014-03-11,train,,False
001-141624,https://hudoc.echr.coe.int/eng?i=001-141624,13/03/2014 00:00:00,2014-03-13,train,,False
001-141625,https://hudoc.echr.coe.int/eng?i=001-141625,13/03/2014 00:00:00,2014-03-13,train,,False
001-141626,https://hudoc.echr.coe.int/eng?i=001-141626,13/03/2014 00:00:00,2014-03-13,train,,False
001-141627,https://hudoc.echr.coe.int/eng?i=001-141627,13/03/2014 00:00:00,2014-03-13,train,,False
001-141628,https://hudoc.echr.coe.int/eng?i=001-141628,13/03/2014 00:00:00,2014-03-13,train,,False
001-141629,https://hudoc.echr.coe.int/eng?i=001-141629,13/03/2014 00:00:00,2014-03-13,train,,False
001-141630,https://hudoc.echr.coe.int/eng?i=001-141630,13/03/2014 00:00:00,2014-03-13,train,,False
001-141631,https://hudoc.echr.coe.int/eng?i=001-141631,13/03/2014 00:00:00,2014-03-13,train,,False
001-141632,https://hudoc.echr.coe.int/eng?i=001-141632,13/03/2014 00:00:00,2014-03-13,train,,False
001-141633,https://hudoc.echr.coe.int/eng?i=001-141633,13/03/2014 00:00:00,2014-03-13,train,,False
001-141634,https://hudoc.echr.coe.int/eng?i=001-141634,13/03/2014 00:00:00,2014-03-13,train,,False
001-141635,https://hudoc.echr.coe.int/eng?i=001-141635,13/03/2014 00:00:00,2014-03-13,train,,False
001-141636,https://hudoc.echr.coe.int/eng?i=001-141636,13/03/2014 00:00:00,2014-03-13,train,,False
001-141910,https://hudoc.echr.coe.int/eng?i=001-141910,18/03/2014 00:00:00,2014-03-18,train,,False
001-141912,https://hudoc.echr.coe.int/eng?i=001-141912,18/03/2014 00:00:00,2014-03-18,train,,False
001-142087,https://hudoc.echr.coe.int/eng?i=001-142087,18/03/2014 00:00:00,2014-03-18,train,,False
001-141914,https://hudoc.echr.coe.int/eng?i=001-141914,25/03/2014 00:00:00,2014-03-25,train,,False
001-141916,https://hudoc.echr.coe.int/eng?i=001-141916,25/03/2014 00:00:00,2014-03-25,train,,False
001-141924,https://hudoc.echr.coe.int/eng?i=001-141924,25/03/2014 00:00:00,2014-03-25,train,,False
001-141932,https://hudoc.echr.coe.int/eng?i=001-141932,25/03/2014 00:00:00,2014-03-25,train,,False
001-141933,https://hudoc.echr.coe.int/eng?i=001-141933,25/03/2014 00:00:00,2014-03-25,train,,False
001-141935,https://hudoc.echr.coe.int/eng?i=001-141935,25/03/2014 00:00:00,2014-03-25,train,,False
001-141937,https://hudoc.echr.coe.int/eng?i=001-141937,25/03/2014 00:00:00,2014-03-25,train,,False
001-141938,https://hudoc.echr.coe.int/eng?i=001-141938,25/03/2014 00:00:00,2014-03-25,train,,False
001-141939,https://hudoc.echr.coe.int/eng?i=001-141939,25/03/2014 00:00:00,2014-03-25,train,,False
001-141940,https://hudoc.echr.coe.int/eng?i=001-141940,25/03/2014 00:00:00,2014-03-25,train,,False
001-141942,https://hudoc.echr.coe.int/eng?i=001-141942,25/03/2014 00:00:00,2014-03-25,train,,False
001-141943,https://hudoc.echr.coe.int/eng?i=001-141943,25/03/2014 00:00:00,2014-03-25,train,,False
001-141944,https://hudoc.echr.coe.int/eng?i=001-141944,25/03/2014 00:00:00,2014-03-25,train,,False
001-141946,https://hudoc.echr.coe.int/eng?i=001-141946,25/03/2014 00:00:00,2014-03-25,train,,False
001-141950,https://hudoc.echr.coe.int/eng?i=001-141950,27/03/2014 00:00:00,2014-03-27,train,,False
001-142073,https://hudoc.echr.coe.int/eng?i=001-142073,01/04/2014 00:00:00,2014-04-01,train,,False
001-142074,https://hudoc.echr.coe.int/eng?i=001-142074,01/04/2014 00:00:00,2014-04-01,train,,False
001-142305,https://hudoc.echr.coe.int/eng?i=001-142305,01/04/2014 00:00:00,2014-04-01,train,,False
001-142075,https://hudoc.echr.coe.int/eng?i=001-142075,03/04/2014 00:00:00,2014-04-03,train,,False
001-142076,https://hudoc.echr.coe.int/eng?i=001-142076,03/04/2014 00:00:00,2014-04-03,train,,False
001-142077,https://hudoc.echr.coe.int/eng?i=001-142077,03/04/2014 00:00:00,2014-04-03,train,,False
001-142078,https://hudoc.echr.coe.int/eng?i=001-142078,03/04/2014 00:00:00,2014-04-03,train,,False
001-142080,https://hudoc.echr.coe.int/eng?i=001-142080,03/04/2014 00:00:00,2014-04-03,train,,False
001-142081,https://hudoc.echr.coe.int/eng?i=001-142081,03/04/2014 00:00:00,2014-04-03,train,,False
001-142082,https://hudoc.echr.coe.int/eng?i=001-142082,03/04/2014 00:00:00,2014-04-03,train,,False
001-142083,https://hudoc.echr.coe.int/eng?i=001-142083,03/04/2014 00:00:00,2014-04-03,train,,False
001-142187,https://hudoc.echr.coe.int/eng?i=001-142187,08/04/2014 00:00:00,2014-04-08,train,,False
001-142189,https://hudoc.echr.coe.int/eng?i=001-142189,08/04/2014 00:00:00,2014-04-08,train,,False
001-142196,https://hudoc.echr.coe.int/eng?i=001-142196,08/04/2014 00:00:00,2014-04-08,train,,False
001-142504,https://hudoc.echr.coe.int/eng?i=001-142504,08/04/2014 00:00:00,2014-04-08,train,,False
001-142306,https://hudoc.echr.coe.int/eng?i=001-142306,10/04/2014 00:00:00,2014-04-10,train,,False
001-142394,https://hudoc.echr.coe.int/eng?i=001-142394,15/04/2014 00:00:00,2014-04-15,train,,False
001-142398,https://hudoc.echr.coe.int/eng?i=001-142398,15/04/2014 00:00:00,2014-04-15,train,,False
001-142399,https://hudoc.echr.coe.int/eng?i=001-142399,15/04/2014 00:00:00,2014-04-15,train,,False
001-142400,https://hudoc.echr.coe.int/eng?i=001-142400,15/04/2014 00:00:00,2014-04-15,train,,False
001-142407,https://hudoc.echr.coe.int/eng?i=001-142407,15/04/2014 00:00:00,2014-04-15,train,,False
001-142637,https://hudoc.echr.coe.int/eng?i=001-142637,15/04/2014 00:00:00,2014-04-15,train,,False
001-142420,https://hudoc.echr.coe.int/eng?i=001-142420,17/04/2014 00:00:00,2014-04-17,train,,False
001-142421,https://hudoc.echr.coe.int/eng?i=001-142421,17/04/2014 00:00:00,2014-04-17,train,,False
001-142422,https://hudoc.echr.coe.int/eng?i=001-142422,17/04/2014 00:00:00,2014-04-17,train,,False
001-142424,https://hudoc.echr.coe.int/eng?i=001-142424,17/04/2014 00:00:00,2014-04-17,train,,False
001-142429,https://hudoc.echr.coe.int/eng?i=001-142429,17/04/2014 00:00:00,2014-04-17,train,,False
001-142430,https://hudoc.echr.coe.int/eng?i=001-142430,17/04/2014 00:00:00,2014-04-17,train,,False
001-142401,https://hudoc.echr.coe.int/eng?i=001-142401,22/04/2014 00:00:00,2014-04-22,train,,False
001-142402,https://hudoc.echr.coe.int/eng?i=001-142402,22/04/2014 00:00:00,2014-04-22,train,,False
001-142403,https://hudoc.echr.coe.int/eng?i=001-142403,22/04/2014 00:00:00,2014-04-22,train,,False
001-142404,https://hudoc.echr.coe.int/eng?i=001-142404,22/04/2014 00:00:00,2014-04-22,train,,False
001-142405,https://hudoc.echr.coe.int/eng?i=001-142405,22/04/2014 00:00:00,2014-04-22,train,,False
001-142410,https://hudoc.echr.coe.int/eng?i=001-142410,22/04/2014 00:00:00,2014-04-22,train,,False
001-142411,https://hudoc.echr.coe.int/eng?i=001-142411,22/04/2014 00:00:00,2014-04-22,train,,False
001-142412,https://hudoc.echr.coe.int/eng?i=001-142412,22/04/2014 00:00:00,2014-04-22,train,,False
001-142413,https://hudoc.echr.coe.int/eng?i=001-142413,22/04/2014 00:00:00,2014-04-22,train,,False
001-142465,https://hudoc.echr.coe.int/eng?i=001-142465,22/04/2014 00:00:00,2014-04-22,train,,False
001-142515,https://hudoc.echr.coe.int/eng?i=001-142515,24/04/2014 00:00:00,2014-04-24,train,,False
001-142516,https://hudoc.echr.coe.int/eng?i=001-142516,24/04/2014 00:00:00,2014-04-24,train,,False
001-142517,https://hudoc.echr.coe.int/eng?i=001-142517,24/04/2014 00:00:00,2014-04-24,train,,False
001-142518,https://hudoc.echr.coe.int/eng?i=001-142518,24/04/2014 00:00:00,2014-04-24,train,,False
001-142520,https://hudoc.echr.coe.int/eng?i=001-142520,24/04/2014 00:00:00,2014-04-24,train,,False
001-142521,https://hudoc.echr.coe.int/eng?i=001-142521,24/04/2014 00:00:00,2014-04-24,train,,False
001-142522,https://hudoc.echr.coe.int/eng?i=001-142522,24/04/2014 00:00:00,2014-04-24,train,,False
001-142526,https://hudoc.echr.coe.int/eng?i=001-142526,24/04/2014 00:00:00,2014-04-24,train,,False
001-142527,https://hudoc.echr.coe.int/eng?i=001-142527,24/04/2014 00:00:00,2014-04-24,train,,False
001-142670,https://hudoc.echr.coe.int/eng?i=001-142670,29/04/2014 00:00:00,2014-04-29,train,,False
001-142673,https://hudoc.echr.coe.int/eng?i=001-142673,29/04/2014 00:00:00,2014-04-29,train,,False
001-142839,https://hudoc.echr.coe.int/eng?i=001-142839,30/04/2014 00:00:00,2014-04-30,train,,False
001-142840,https://hudoc.echr.coe.int/eng?i=001-142840,30/04/2014 00:00:00,2014-04-30,train,,False
001-142841,https://hudoc.echr.coe.int/eng?i=001-142841,30/04/2014 00:00:00,2014-04-30,train,,False
001-142843,https://hudoc.echr.coe.int/eng?i=001-142843,07/05/2014 00:00:00,2014-05-07,train,,False
001-142844,https://hudoc.echr.coe.int/eng?i=001-142844,07/05/2014 00:00:00,2014-05-07,train,,False
001-142961,https://hudoc.echr.coe.int/eng?i=001-142961,13/05/2014 00:00:00,2014-05-13,train,,False
001-142969,https://hudoc.echr.coe.int/eng?i=001-142969,15/05/2014 00:00:00,2014-05-15,train,,False
001-142970,https://hudoc.echr.coe.int/eng?i=001-142970,15/05/2014 00:00:00,2014-05-15,train,,False
001-144107,https://hudoc.echr.coe.int/eng?i=001-144107,20/05/2014 00:00:00,2014-05-20,train,,False
001-144108,https://hudoc.echr.coe.int/eng?i=001-144108,20/05/2014 00:00:00,2014-05-20,train,,False
001-144109,https://hudoc.echr.coe.int/eng?i=001-144109,20/05/2014 00:00:00,2014-05-20,train,,False
001-144112,https://hudoc.echr.coe.int/eng?i=001-144112,20/05/2014 00:00:00,2014-05-20,train,,False
001-144114,https://hudoc.echr.coe.int/eng?i=001-144114,20/05/2014 00:00:00,2014-05-20,train,,False
001-144115,https://hudoc.echr.coe.int/eng?i=001-144115,20/05/2014 00:00:00,2014-05-20,train,,False
001-144124,https://hudoc.echr.coe.int/eng?i=001-144124,22/05/2014 00:00:00,2014-05-22,train,,False
001-144129,https://hudoc.echr.coe.int/eng?i=001-144129,27/05/2014 00:00:00,2014-05-27,train,,False
001-144131,https://hudoc.echr.coe.int/eng?i=001-144131,27/05/2014 00:00:00,2014-05-27,train,,False
001-144132,https://hudoc.echr.coe.int/eng?i=001-144132,27/05/2014 00:00:00,2014-05-27,train,,False
001-144135,https://hudoc.echr.coe.int/eng?i=001-144135,27/05/2014 00:00:00,2014-05-27,train,,False
001-144136,https://hudoc.echr.coe.int/eng?i=001-144136,27/05/2014 00:00:00,2014-05-27,train,,False
001-144140,https://hudoc.echr.coe.int/eng?i=001-144140,28/05/2014 00:00:00,2014-05-28,train,,False
001-144142,https://hudoc.echr.coe.int/eng?i=001-144142,28/05/2014 00:00:00,2014-05-28,train,,False
001-144144,https://hudoc.echr.coe.int/eng?i=001-144144,28/05/2014 00:00:00,2014-05-28,train,,False
001-144145,https://hudoc.echr.coe.int/eng?i=001-144145,28/05/2014 00:00:00,2014-05-28,train,,False
001-144149,https://hudoc.echr.coe.int/eng?i=001-144149,28/05/2014 00:00:00,2014-05-28,train,,False
001-144344,https://hudoc.echr.coe.int/eng?i=001-144344,03/06/2014 00:00:00,2014-06-03,train,,False
001-144348,https://hudoc.echr.coe.int/eng?i=001-144348,03/06/2014 00:00:00,2014-06-03,train,,False
001-144351,https://hudoc.echr.coe.int/eng?i=001-144351,03/06/2014 00:00:00,2014-06-03,train,,False
001-144353,https://hudoc.echr.coe.int/eng?i=001-144353,03/06/2014 00:00:00,2014-06-03,train,,False
001-144354,https://hudoc.echr.coe.int/eng?i=001-144354,03/06/2014 00:00:00,2014-06-03,train,,False
001-144355,https://hudoc.echr.coe.int/eng?i=001-144355,03/06/2014 00:00:00,2014-06-03,train,,False
001-144357,https://hudoc.echr.coe.int/eng?i=001-144357,05/06/2014 00:00:00,2014-06-05,train,,False
001-144358,https://hudoc.echr.coe.int/eng?i=001-144358,05/06/2014 00:00:00,2014-06-05,train,,False
001-144360,https://hudoc.echr.coe.int/eng?i=001-144360,05/06/2014 00:00:00,2014-06-05,train,,False
001-144362,https://hudoc.echr.coe.int/eng?i=001-144362,05/06/2014 00:00:00,2014-06-05,train,,False
001-144363,https://hudoc.echr.coe.int/eng?i=001-144363,05/06/2014 00:00:00,2014-06-05,train,,False
001-144364,https://hudoc.echr.coe.int/eng?i=001-144364,05/06/2014 00:00:00,2014-06-05,train,,False
001-144367,https://hudoc.echr.coe.int/eng?i=001-144367,05/06/2014 00:00:00,2014-06-05,train,,False
001-144661,https://hudoc.echr.coe.int/eng?i=001-144661,10/06/2014 00:00:00,2014-06-10,train,,False
001-144666,https://hudoc.echr.coe.int/eng?i=001-144666,10/06/2014 00:00:00,2014-06-10,train,,False
001-144672,https://hudoc.echr.coe.int/eng?i=001-144672,12/06/2014 00:00:00,2014-06-12,train,,False
001-144673,https://hudoc.echr.coe.int/eng?i=001-144673,12/06/2014 00:00:00,2014-06-12,train,,False
001-144674,https://hudoc.echr.coe.int/eng?i=001-144674,12/06/2014 00:00:00,2014-06-12,train,,False
001-144677,https://hudoc.echr.coe.int/eng?i=001-144677,12/06/2014 00:00:00,2014-06-12,train,,False
001-144680,https://hudoc.echr.coe.int/eng?i=001-144680,12/06/2014 00:00:00,2014-06-12,train,,False
001-144681,https://hudoc.echr.coe.int/eng?i=001-144681,12/06/2014 00:00:00,2014-06-12,train,,False
001-145084,https://hudoc.echr.coe.int/eng?i=001-145084,12/06/2014 00:00:00,2014-06-12,train,,False
001-144922,https://hudoc.echr.coe.int/eng?i=001-144922,17/06/2014 00:00:00,2014-06-17,train,,False
001-144931,https://hudoc.echr.coe.int/eng?i=001-144931,17/06/2014 00:00:00,2014-06-17,train,,False
001-144935,https://hudoc.echr.coe.int/eng?i=001-144935,19/06/2014 00:00:00,2014-06-19,train,,False
001-144937,https://hudoc.echr.coe.int/eng?i=001-144937,19/06/2014 00:00:00,2014-06-19,train,,False
001-144939,https://hudoc.echr.coe.int/eng?i=001-144939,19/06/2014 00:00:00,2014-06-19,train,,False
001-144943,https://hudoc.echr.coe.int/eng?i=001-144943,19/06/2014 00:00:00,2014-06-19,train,,False
001-144944,https://hudoc.echr.coe.int/eng?i=001-144944,19/06/2014 00:00:00,2014-06-19,train,,False
001-144945,https://hudoc.echr.coe.int/eng?i=001-144945,19/06/2014 00:00:00,2014-06-19,train,,False
001-144946,https://hudoc.echr.coe.int/eng?i=001-144946,19/06/2014 00:00:00,2014-06-19,train,,False
001-144997,https://hudoc.echr.coe.int/eng?i=001-144997,24/06/2014 00:00:00,2014-06-24,train,,False
001-145005,https://hudoc.echr.coe.int/eng?i=001-145005,24/06/2014 00:00:00,2014-06-24,train,,False
001-145006,https://hudoc.echr.coe.int/eng?i=001-145006,24/06/2014 00:00:00,2014-06-24,train,,False
001-145007,https://hudoc.echr.coe.int/eng?i=001-145007,24/06/2014 00:00:00,2014-06-24,train,,False
001-145008,https://hudoc.echr.coe.int/eng?i=001-145008,24/06/2014 00:00:00,2014-06-24,train,,False
001-145009,https://hudoc.echr.coe.int/eng?i=001-145009,24/06/2014 00:00:00,2014-06-24,train,,False
001-145011,https://hudoc.echr.coe.int/eng?i=001-145011,24/06/2014 00:00:00,2014-06-24,train,,False
001-145012,https://hudoc.echr.coe.int/eng?i=001-145012,26/06/2014 00:00:00,2014-06-26,train,,False
001-145013,https://hudoc.echr.coe.int/eng?i=001-145013,26/06/2014 00:00:00,2014-06-26,train,,False
001-145014,https://hudoc.echr.coe.int/eng?i=001-145014,26/06/2014 00:00:00,2014-06-26,train,,False
001-145015,https://hudoc.echr.coe.int/eng?i=001-145015,26/06/2014 00:00:00,2014-06-26,train,,False
001-145017,https://hudoc.echr.coe.int/eng?i=001-145017,26/06/2014 00:00:00,2014-06-26,train,,False
001-145019,https://hudoc.echr.coe.int/eng?i=001-145019,26/06/2014 00:00:00,2014-06-26,train,,False
001-145389,https://hudoc.echr.coe.int/eng?i=001-145389,26/06/2014 00:00:00,2014-06-26,train,,False
001-145211,https://hudoc.echr.coe.int/eng?i=001-145211,01/07/2014 00:00:00,2014-07-01,train,,False
001-145212,https://hudoc.echr.coe.int/eng?i=001-145212,01/07/2014 00:00:00,2014-07-01,train,,False
001-145215,https://hudoc.echr.coe.int/eng?i=001-145215,01/07/2014 00:00:00,2014-07-01,train,,False
001-145218,https://hudoc.echr.coe.int/eng?i=001-145218,01/07/2014 00:00:00,2014-07-01,train,,False
001-145219,https://hudoc.echr.coe.int/eng?i=001-145219,01/07/2014 00:00:00,2014-07-01,train,,False
001-145223,https://hudoc.echr.coe.int/eng?i=001-145223,01/07/2014 00:00:00,2014-07-01,train,,False
001-145224,https://hudoc.echr.coe.int/eng?i=001-145224,01/07/2014 00:00:00,2014-07-01,train,,False
001-145225,https://hudoc.echr.coe.int/eng?i=001-145225,01/07/2014 00:00:00,2014-07-01,train,,False
001-145457,https://hudoc.echr.coe.int/eng?i=001-145457,01/07/2014 00:00:00,2014-07-01,train,,False
001-145227,https://hudoc.echr.coe.int/eng?i=001-145227,03/07/2014 00:00:00,2014-07-03,train,,False
001-145228,https://hudoc.echr.coe.int/eng?i=001-145228,03/07/2014 00:00:00,2014-07-03,train,,False
001-145229,https://hudoc.echr.coe.int/eng?i=001-145229,03/07/2014 00:00:00,2014-07-03,train,,False
001-145230,https://hudoc.echr.coe.int/eng?i=001-145230,03/07/2014 00:00:00,2014-07-03,train,,False
001-145231,https://hudoc.echr.coe.int/eng?i=001-145231,03/07/2014 00:00:00,2014-07-03,train,,False
001-145317,https://hudoc.echr.coe.int/eng?i=001-145317,08/07/2014 00:00:00,2014-07-08,train,,False
001-145342,https://hudoc.echr.coe.int/eng?i=001-145342,08/07/2014 00:00:00,2014-07-08,train,,False
001-145346,https://hudoc.echr.coe.int/eng?i=001-145346,08/07/2014 00:00:00,2014-07-08,train,,False
001-145348,https://hudoc.echr.coe.int/eng?i=001-145348,08/07/2014 00:00:00,2014-07-08,train,,False
001-145349,https://hudoc.echr.coe.int/eng?i=001-145349,08/07/2014 00:00:00,2014-07-08,train,,False
001-145442,https://hudoc.echr.coe.int/eng?i=001-145442,08/07/2014 00:00:00,2014-07-08,train,,False
001-145350,https://hudoc.echr.coe.int/eng?i=001-145350,10/07/2014 00:00:00,2014-07-10,train,,False
001-145351,https://hudoc.echr.coe.int/eng?i=001-145351,10/07/2014 00:00:00,2014-07-10,train,,False
001-145352,https://hudoc.echr.coe.int/eng?i=001-145352,10/07/2014 00:00:00,2014-07-10,train,,False
001-145353,https://hudoc.echr.coe.int/eng?i=001-145353,10/07/2014 00:00:00,2014-07-10,train,,False
001-145354,https://hudoc.echr.coe.int/eng?i=001-145354,10/07/2014 00:00:00,2014-07-10,train,,False
001-145357,https://hudoc.echr.coe.int/eng?i=001-145357,10/07/2014 00:00:00,2014-07-10,train,,False
001-145359,https://hudoc.echr.coe.int/eng?i=001-145359,10/07/2014 00:00:00,2014-07-10,train,,False
001-145363,https://hudoc.echr.coe.int/eng?i=001-145363,10/07/2014 00:00:00,2014-07-10,train,,False
001-145365,https://hudoc.echr.coe.int/eng?i=001-145365,10/07/2014 00:00:00,2014-07-10,train,,False
001-145366,https://hudoc.echr.coe.int/eng?i=001-145366,10/07/2014 00:00:00,2014-07-10,train,,False
001-145653,https://hudoc.echr.coe.int/eng?i=001-145653,10/07/2014 00:00:00,2014-07-10,train,,False
001-145700,https://hudoc.echr.coe.int/eng?i=001-145700,10/07/2014 00:00:00,2014-07-10,train,,False
001-145564,https://hudoc.echr.coe.int/eng?i=001-145564,15/07/2014 00:00:00,2014-07-15,train,,False
001-145566,https://hudoc.echr.coe.int/eng?i=001-145566,15/07/2014 00:00:00,2014-07-15,train,,False
001-145571,https://hudoc.echr.coe.int/eng?i=001-145571,15/07/2014 00:00:00,2014-07-15,train,,False
001-145573,https://hudoc.echr.coe.int/eng?i=001-145573,15/07/2014 00:00:00,2014-07-15,train,,False
001-145752,https://hudoc.echr.coe.int/eng?i=001-145752,15/07/2014 00:00:00,2014-07-15,train,,False
001-145575,https://hudoc.echr.coe.int/eng?i=001-145575,16/07/2014 00:00:00,2014-07-16,train,,False
001-145577,https://hudoc.echr.coe.int/eng?i=001-145577,17/07/2014 00:00:00,2014-07-17,train,,False
001-145580,https://hudoc.echr.coe.int/eng?i=001-145580,17/07/2014 00:00:00,2014-07-17,train,,False
001-145581,https://hudoc.echr.coe.int/eng?i=001-145581,17/07/2014 00:00:00,2014-07-17,train,,False
001-145583,https://hudoc.echr.coe.int/eng?i=001-145583,17/07/2014 00:00:00,2014-07-17,train,,False
001-145584,https://hudoc.echr.coe.int/eng?i=001-145584,17/07/2014 00:00:00,2014-07-17,train,,False
001-145817,https://hudoc.echr.coe.int/eng?i=001-145817,17/07/2014 00:00:00,2014-07-17,train,,False
001-145703,https://hudoc.echr.coe.int/eng?i=001-145703,22/07/2014 00:00:00,2014-07-22,train,,False
001-145704,https://hudoc.echr.coe.int/eng?i=001-145704,22/07/2014 00:00:00,2014-07-22,train,,False
001-145705,https://hudoc.echr.coe.int/eng?i=001-145705,22/07/2014 00:00:00,2014-07-22,train,,False
001-145708,https://hudoc.echr.coe.int/eng?i=001-145708,22/07/2014 00:00:00,2014-07-22,train,,False
001-145713,https://hudoc.echr.coe.int/eng?i=001-145713,22/07/2014 00:00:00,2014-07-22,train,,False
001-145717,https://hudoc.echr.coe.int/eng?i=001-145717,22/07/2014 00:00:00,2014-07-22,train,,False
001-145718,https://hudoc.echr.coe.int/eng?i=001-145718,22/07/2014 00:00:00,2014-07-22,train,,False
001-145973,https://hudoc.echr.coe.int/eng?i=001-145973,22/07/2014 00:00:00,2014-07-22,train,,False
001-145731,https://hudoc.echr.coe.int/eng?i=001-145731,24/07/2014 00:00:00,2014-07-24,train,,False
001-145733,https://hudoc.echr.coe.int/eng?i=001-145733,24/07/2014 00:00:00,2014-07-24,train,,False
001-145741,https://hudoc.echr.coe.int/eng?i=001-145741,24/07/2014 00:00:00,2014-07-24,train,,False
001-145744,https://hudoc.echr.coe.int/eng?i=001-145744,24/07/2014 00:00:00,2014-07-24,train,,False
001-145746,https://hudoc.echr.coe.int/eng?i=001-145746,24/07/2014 00:00:00,2014-07-24,train,,False
001-145790,https://hudoc.echr.coe.int/eng?i=001-145790,24/07/2014 00:00:00,2014-07-24,train,,False
001-145791,https://hudoc.echr.coe.int/eng?i=001-145791,24/07/2014 00:00:00,2014-07-24,train,,False
001-146044,https://hudoc.echr.coe.int/eng?i=001-146044,24/07/2014 00:00:00,2014-07-24,train,,False
001-146047,https://hudoc.echr.coe.int/eng?i=001-146047,24/07/2014 00:00:00,2014-07-24,train,,False
001-145781,https://hudoc.echr.coe.int/eng?i=001-145781,31/07/2014 00:00:00,2014-07-31,train,,False
001-145782,https://hudoc.echr.coe.int/eng?i=001-145782,31/07/2014 00:00:00,2014-07-31,train,,False
001-145784,https://hudoc.echr.coe.int/eng?i=001-145784,31/07/2014 00:00:00,2014-07-31,train,,False
001-145787,https://hudoc.echr.coe.int/eng?i=001-145787,31/07/2014 00:00:00,2014-07-31,train,,False
001-145788,https://hudoc.echr.coe.int/eng?i=001-145788,31/07/2014 00:00:00,2014-07-31,train,,False
001-146101,https://hudoc.echr.coe.int/eng?i=001-146101,12/08/2014 00:00:00,2014-08-12,train,,False
001-146356,https://hudoc.echr.coe.int/eng?i=001-146356,04/09/2014 00:00:00,2014-09-04,train,,False
001-146357,https://hudoc.echr.coe.int/eng?i=001-146357,04/09/2014 00:00:00,2014-09-04,train,,False
001-146372,https://hudoc.echr.coe.int/eng?i=001-146372,04/09/2014 00:00:00,2014-09-04,train,,False
001-146379,https://hudoc.echr.coe.int/eng?i=001-146379,16/09/2014 00:00:00,2014-09-16,train,,False
001-146382,https://hudoc.echr.coe.int/eng?i=001-146382,16/09/2014 00:00:00,2014-09-16,train,,False
001-146384,https://hudoc.echr.coe.int/eng?i=001-146384,16/09/2014 00:00:00,2014-09-16,train,,False
001-146385,https://hudoc.echr.coe.int/eng?i=001-146385,16/09/2014 00:00:00,2014-09-16,train,,False
001-146487,https://hudoc.echr.coe.int/eng?i=001-146487,16/09/2014 00:00:00,2014-09-16,train,,False
001-146540,https://hudoc.echr.coe.int/eng?i=001-146540,17/09/2014 00:00:00,2014-09-17,train,,False
001-146386,https://hudoc.echr.coe.int/eng?i=001-146386,18/09/2014 00:00:00,2014-09-18,train,,False
001-146387,https://hudoc.echr.coe.int/eng?i=001-146387,18/09/2014 00:00:00,2014-09-18,train,,False
001-146388,https://hudoc.echr.coe.int/eng?i=001-146388,18/09/2014 00:00:00,2014-09-18,train,,False
001-146390,https://hudoc.echr.coe.int/eng?i=001-146390,18/09/2014 00:00:00,2014-09-18,train,,False
001-146392,https://hudoc.echr.coe.int/eng?i=001-146392,18/09/2014 00:00:00,2014-09-18,train,,False
001-146393,https://hudoc.echr.coe.int/eng?i=001-146393,18/09/2014 00:00:00,2014-09-18,train,,False
001-146403,https://hudoc.echr.coe.int/eng?i=001-146403,23/09/2014 00:00:00,2014-09-23,train,,False
001-146404,https://hudoc.echr.coe.int/eng?i=001-146404,23/09/2014 00:00:00,2014-09-23,train,,False
001-146406,https://hudoc.echr.coe.int/eng?i=001-146406,23/09/2014 00:00:00,2014-09-23,train,,False
001-146408,https://hudoc.echr.coe.int/eng?i=001-146408,23/09/2014 00:00:00,2014-09-23,train,,False
001-146409,https://hudoc.echr.coe.int/eng?i=001-146409,23/09/2014 00:00:00,2014-09-23,train,,False
001-146410,https://hudoc.echr.coe.int/eng?i=001-146410,23/09/2014 00:00:00,2014-09-23,train,,False
001-146411,https://hudoc.echr.coe.int/eng?i=001-146411,23/09/2014 00:00:00,2014-09-23,train,,False
001-146413,https://hudoc.echr.coe.int/eng?i=001-146413,23/09/2014 00:00:00,2014-09-23,train,,False
