itemid,hudoc_url,split,test_view,test_challenging_view,respondent_state,country_alpha2,judgment_year,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-173252,https://hudoc.echr.coe.int/eng?i=001-173252,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173253,https://hudoc.echr.coe.int/eng?i=001-173253,train,,False,Romania,ro,2017,10727.9822007,197967999561.0,9.28070397565,26.0113712362
001-173254,https://hudoc.echr.coe.int/eng?i=001-173254,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173255,https://hudoc.echr.coe.int/eng?i=001-173255,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173256,https://hudoc.echr.coe.int/eng?i=001-173256,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173259,https://hudoc.echr.coe.int/eng?i=001-173259,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-173260,https://hudoc.echr.coe.int/eng?i=001-173260,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173261,https://hudoc.echr.coe.int/eng?i=001-173261,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-173262,https://hudoc.echr.coe.int/eng?i=001-173262,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173263,https://hudoc.echr.coe.int/eng?i=001-173263,train,,False,Lithuania,lt,2017,16800.1510246,44618059836.2,9.72920267641,24.5214045431
001-173365,https://hudoc.echr.coe.int/eng?i=001-173365,train,,False,Azerbaijan,az,2017,4147.19814232,51529227685.1,8.33042933637,24.6654150115
001-173366,https://hudoc.echr.coe.int/eng?i=001-173366,train,,False,Armenia,am,2017,3869.05373868,11367527508.1,8.26102367189,23.1540266636
001-173369,https://hudoc.echr.coe.int/eng?i=001-173369,train,,False,Iceland,is,2017,72976.3729991,19456350341.8,11.1979047132,23.6914393495
001-173371,https://hudoc.echr.coe.int/eng?i=001-173371,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173372,https://hudoc.echr.coe.int/eng?i=001-173372,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173374,https://hudoc.echr.coe.int/eng?i=001-173374,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173375,https://hudoc.echr.coe.int/eng?i=001-173375,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173376,https://hudoc.echr.coe.int/eng?i=001-173376,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173377,https://hudoc.echr.coe.int/eng?i=001-173377,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173379,https://hudoc.echr.coe.int/eng?i=001-173379,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173380,https://hudoc.echr.coe.int/eng?i=001-173380,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173382,https://hudoc.echr.coe.int/eng?i=001-173382,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173383,https://hudoc.echr.coe.int/eng?i=001-173383,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173384,https://hudoc.echr.coe.int/eng?i=001-173384,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173386,https://hudoc.echr.coe.int/eng?i=001-173386,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173388,https://hudoc.echr.coe.int/eng?i=001-173388,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173389,https://hudoc.echr.coe.int/eng?i=001-173389,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173390,https://hudoc.echr.coe.int/eng?i=001-173390,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173464,https://hudoc.echr.coe.int/eng?i=001-173464,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173466,https://hudoc.echr.coe.int/eng?i=001-173466,train,,False,Slovenia,si,2017,23303.077706,46282469720.8,10.0563836331,24.5580291026
001-173467,https://hudoc.echr.coe.int/eng?i=001-173467,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-172963,https://hudoc.echr.coe.int/eng?i=001-172963,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-173468,https://hudoc.echr.coe.int/eng?i=001-173468,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173469,https://hudoc.echr.coe.int/eng?i=001-173469,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-173470,https://hudoc.echr.coe.int/eng?i=001-173470,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173471,https://hudoc.echr.coe.int/eng?i=001-173471,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-173472,https://hudoc.echr.coe.int/eng?i=001-173472,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173473,https://hudoc.echr.coe.int/eng?i=001-173473,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-173474,https://hudoc.echr.coe.int/eng?i=001-173474,train,,False,Austria,at,2017,47163.7425775,396388751745.0,10.7614019132,26.705661263
001-173475,https://hudoc.echr.coe.int/eng?i=001-173475,train,,False,Romania,ro,2017,10727.9822007,197967999561.0,9.28070397565,26.0113712362
001-173477,https://hudoc.echr.coe.int/eng?i=001-173477,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173478,https://hudoc.echr.coe.int/eng?i=001-173478,train,,False,Serbia,rs,2017,6548.03653824,43531153349.3,8.78707322441,24.4967426877
001-173490,https://hudoc.echr.coe.int/eng?i=001-173490,train,,False,Latvia,lv,2017,15132.4958334,27935083541.2,9.62466583319,24.0531492104
001-173491,https://hudoc.echr.coe.int/eng?i=001-173491,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173492,https://hudoc.echr.coe.int/eng?i=001-173492,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173494,https://hudoc.echr.coe.int/eng?i=001-173494,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173495,https://hudoc.echr.coe.int/eng?i=001-173495,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173496,https://hudoc.echr.coe.int/eng?i=001-173496,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173498,https://hudoc.echr.coe.int/eng?i=001-173498,train,,False,Iceland,is,2017,72976.3729991,19456350341.8,11.1979047132,23.6914393495
001-173500,https://hudoc.echr.coe.int/eng?i=001-173500,train,,False,Armenia,am,2017,3869.05373868,11367527508.1,8.26102367189,23.1540266636
001-173619,https://hudoc.echr.coe.int/eng?i=001-173619,train,,False,Romania,ro,2017,10727.9822007,197967999561.0,9.28070397565,26.0113712362
001-173621,https://hudoc.echr.coe.int/eng?i=001-173621,train,,False,Slovakia,sk,2017,17645.5298717,93529165482.9,9.77829443519,25.2615391549
001-173623,https://hudoc.echr.coe.int/eng?i=001-173623,train,,False,Lithuania,lt,2017,16800.1510246,44618059836.2,9.72920267641,24.5214045431
001-173797,https://hudoc.echr.coe.int/eng?i=001-173797,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173798,https://hudoc.echr.coe.int/eng?i=001-173798,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173800,https://hudoc.echr.coe.int/eng?i=001-173800,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-173801,https://hudoc.echr.coe.int/eng?i=001-173801,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173802,https://hudoc.echr.coe.int/eng?i=001-173802,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173803,https://hudoc.echr.coe.int/eng?i=001-173803,train,,False,"Moldova, Republic of",md,2017,3453.2672772,8500675703.96,8.14736563765,22.863411492
001-173805,https://hudoc.echr.coe.int/eng?i=001-173805,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-173766,https://hudoc.echr.coe.int/eng?i=001-173766,train,,False,Georgia,ge,2017,4418.75206547,16561685511.1,8.39383887971,23.5303577629
001-173767,https://hudoc.echr.coe.int/eng?i=001-173767,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173768,https://hudoc.echr.coe.int/eng?i=001-173768,train,,False,Armenia,am,2017,3869.05373868,11367527508.1,8.26102367189,23.1540266636
001-173770,https://hudoc.echr.coe.int/eng?i=001-173770,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-173771,https://hudoc.echr.coe.int/eng?i=001-173771,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-173772,https://hudoc.echr.coe.int/eng?i=001-173772,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-173774,https://hudoc.echr.coe.int/eng?i=001-173774,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-173775,https://hudoc.echr.coe.int/eng?i=001-173775,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-173776,https://hudoc.echr.coe.int/eng?i=001-173776,train,,False,Azerbaijan,az,2017,4147.19814232,51529227685.1,8.33042933637,24.6654150115
001-173778,https://hudoc.echr.coe.int/eng?i=001-173778,train,,False,Poland,pl,2017,13913.340292,520089746651.0,9.54067526299,26.9772672233
001-173779,https://hudoc.echr.coe.int/eng?i=001-173779,train,,False,Poland,pl,2017,13913.340292,520089746651.0,9.54067526299,26.9772672233
001-174059,https://hudoc.echr.coe.int/eng?i=001-174059,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174060,https://hudoc.echr.coe.int/eng?i=001-174060,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174061,https://hudoc.echr.coe.int/eng?i=001-174061,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174062,https://hudoc.echr.coe.int/eng?i=001-174062,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174063,https://hudoc.echr.coe.int/eng?i=001-174063,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174064,https://hudoc.echr.coe.int/eng?i=001-174064,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174065,https://hudoc.echr.coe.int/eng?i=001-174065,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174067,https://hudoc.echr.coe.int/eng?i=001-174067,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174429,https://hudoc.echr.coe.int/eng?i=001-174429,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174109,https://hudoc.echr.coe.int/eng?i=001-174109,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-174111,https://hudoc.echr.coe.int/eng?i=001-174111,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-174112,https://hudoc.echr.coe.int/eng?i=001-174112,train,,False,Austria,at,2017,47163.7425775,396388751745.0,10.7614019132,26.705661263
001-174113,https://hudoc.echr.coe.int/eng?i=001-174113,train,,False,Austria,at,2017,47163.7425775,396388751745.0,10.7614019132,26.705661263
001-174114,https://hudoc.echr.coe.int/eng?i=001-174114,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174115,https://hudoc.echr.coe.int/eng?i=001-174115,train,,False,Romania,ro,2017,10727.9822007,197967999561.0,9.28070397565,26.0113712362
001-174117,https://hudoc.echr.coe.int/eng?i=001-174117,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174118,https://hudoc.echr.coe.int/eng?i=001-174118,train,,False,Latvia,lv,2017,15132.4958334,27935083541.2,9.62466583319,24.0531492104
001-174379,https://hudoc.echr.coe.int/eng?i=001-174379,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174380,https://hudoc.echr.coe.int/eng?i=001-174380,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174381,https://hudoc.echr.coe.int/eng?i=001-174381,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174385,https://hudoc.echr.coe.int/eng?i=001-174385,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174386,https://hudoc.echr.coe.int/eng?i=001-174386,train,,False,Montenegro,me,2017,7674.28139407,4282287496.65,8.94576023551,22.1777531658
001-174387,https://hudoc.echr.coe.int/eng?i=001-174387,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174388,https://hudoc.echr.coe.int/eng?i=001-174388,train,,False,Montenegro,me,2017,7674.28139407,4282287496.65,8.94576023551,22.1777531658
001-174389,https://hudoc.echr.coe.int/eng?i=001-174389,train,,False,Montenegro,me,2017,7674.28139407,4282287496.65,8.94576023551,22.1777531658
001-174390,https://hudoc.echr.coe.int/eng?i=001-174390,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174392,https://hudoc.echr.coe.int/eng?i=001-174392,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174393,https://hudoc.echr.coe.int/eng?i=001-174393,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174395,https://hudoc.echr.coe.int/eng?i=001-174395,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174397,https://hudoc.echr.coe.int/eng?i=001-174397,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174398,https://hudoc.echr.coe.int/eng?i=001-174398,train,,False,Lithuania,lt,2017,16800.1510246,44618059836.2,9.72920267641,24.5214045431
001-174399,https://hudoc.echr.coe.int/eng?i=001-174399,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174400,https://hudoc.echr.coe.int/eng?i=001-174400,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174401,https://hudoc.echr.coe.int/eng?i=001-174401,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174402,https://hudoc.echr.coe.int/eng?i=001-174402,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-174403,https://hudoc.echr.coe.int/eng?i=001-174403,train,,False,Lithuania,lt,2017,16800.1510246,44618059836.2,9.72920267641,24.5214045431
001-174405,https://hudoc.echr.coe.int/eng?i=001-174405,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174406,https://hudoc.echr.coe.int/eng?i=001-174406,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174470,https://hudoc.echr.coe.int/eng?i=001-174470,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174410,https://hudoc.echr.coe.int/eng?i=001-174410,train,,False,Latvia,lv,2017,15132.4958334,27935083541.2,9.62466583319,24.0531492104
001-174411,https://hudoc.echr.coe.int/eng?i=001-174411,train,,False,Latvia,lv,2017,15132.4958334,27935083541.2,9.62466583319,24.0531492104
001-174414,https://hudoc.echr.coe.int/eng?i=001-174414,train,,False,North Macedonia,mk,2017,5955.29738635,10463154366.1,8.69220432311,23.0711258149
001-174416,https://hudoc.echr.coe.int/eng?i=001-174416,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-174418,https://hudoc.echr.coe.int/eng?i=001-174418,train,,False,Armenia,am,2017,3869.05373868,11367527508.1,8.26102367189,23.1540266636
001-174419,https://hudoc.echr.coe.int/eng?i=001-174419,train,,False,Ireland,ie,2017,72161.4047531,336707637030.0,11.1866744795,26.5424808449
001-174420,https://hudoc.echr.coe.int/eng?i=001-174420,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174422,https://hudoc.echr.coe.int/eng?i=001-174422,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174438,https://hudoc.echr.coe.int/eng?i=001-174438,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174439,https://hudoc.echr.coe.int/eng?i=001-174439,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-174440,https://hudoc.echr.coe.int/eng?i=001-174440,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-174442,https://hudoc.echr.coe.int/eng?i=001-174442,train,,False,United Kingdom,gb,2017,40916.811507,3101591068530.0,10.6193207364,28.7629363437
001-174444,https://hudoc.echr.coe.int/eng?i=001-174444,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174814,https://hudoc.echr.coe.int/eng?i=001-174814,train,,False,North Macedonia,mk,2017,5955.29738635,10463154366.1,8.69220432311,23.0711258149
001-175007,https://hudoc.echr.coe.int/eng?i=001-175007,train,,False,France,fr,2017,38687.1626407,2514819204090.0,10.5632889573,28.5532220299
001-174613,https://hudoc.echr.coe.int/eng?i=001-174613,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174614,https://hudoc.echr.coe.int/eng?i=001-174614,train,,False,Romania,ro,2017,10727.9822007,197967999561.0,9.28070397565,26.0113712362
001-174615,https://hudoc.echr.coe.int/eng?i=001-174615,train,,False,Serbia,rs,2017,6548.03653824,43531153349.3,8.78707322441,24.4967426877
001-174621,https://hudoc.echr.coe.int/eng?i=001-174621,train,,False,Slovakia,sk,2017,17645.5298717,93529165482.9,9.77829443519,25.2615391549
001-174623,https://hudoc.echr.coe.int/eng?i=001-174623,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-174624,https://hudoc.echr.coe.int/eng?i=001-174624,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-174626,https://hudoc.echr.coe.int/eng?i=001-174626,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174628,https://hudoc.echr.coe.int/eng?i=001-174628,train,,False,Slovakia,sk,2017,17645.5298717,93529165482.9,9.77829443519,25.2615391549
001-175121,https://hudoc.echr.coe.int/eng?i=001-175121,train,,False,Finland,fi,2017,46085.0174739,247110710502.0,10.7382648744,26.2331022938
001-174645,https://hudoc.echr.coe.int/eng?i=001-174645,train,,False,Azerbaijan,az,2017,4147.19814232,51529227685.1,8.33042933637,24.6654150115
001-174988,https://hudoc.echr.coe.int/eng?i=001-174988,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174990,https://hudoc.echr.coe.int/eng?i=001-174990,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174991,https://hudoc.echr.coe.int/eng?i=001-174991,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174992,https://hudoc.echr.coe.int/eng?i=001-174992,train,,False,Poland,pl,2017,13913.340292,520089746651.0,9.54067526299,26.9772672233
001-174994,https://hudoc.echr.coe.int/eng?i=001-174994,train,,False,Lithuania,lt,2017,16800.1510246,44618059836.2,9.72920267641,24.5214045431
001-174997,https://hudoc.echr.coe.int/eng?i=001-174997,train,,False,Portugal,pt,2017,21442.3842769,209757330877.0,9.97317145146,26.0692171322
001-174953,https://hudoc.echr.coe.int/eng?i=001-174953,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-174954,https://hudoc.echr.coe.int/eng?i=001-174954,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174955,https://hudoc.echr.coe.int/eng?i=001-174955,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174956,https://hudoc.echr.coe.int/eng?i=001-174956,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-174957,https://hudoc.echr.coe.int/eng?i=001-174957,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174958,https://hudoc.echr.coe.int/eng?i=001-174958,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174959,https://hudoc.echr.coe.int/eng?i=001-174959,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174963,https://hudoc.echr.coe.int/eng?i=001-174963,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174964,https://hudoc.echr.coe.int/eng?i=001-174964,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174967,https://hudoc.echr.coe.int/eng?i=001-174967,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-174968,https://hudoc.echr.coe.int/eng?i=001-174968,train,,False,Germany,de,2017,45553.9341495,3599173571720.0,10.7266742206,28.9117253716
001-174971,https://hudoc.echr.coe.int/eng?i=001-174971,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175137,https://hudoc.echr.coe.int/eng?i=001-175137,train,,False,Lithuania,lt,2017,16800.1510246,44618059836.2,9.72920267641,24.5214045431
001-175138,https://hudoc.echr.coe.int/eng?i=001-175138,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-175140,https://hudoc.echr.coe.int/eng?i=001-175140,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-175142,https://hudoc.echr.coe.int/eng?i=001-175142,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-175143,https://hudoc.echr.coe.int/eng?i=001-175143,train,,False,Croatia,hr,2017,13901.7878145,54499590874.6,9.5398446612,24.7214590317
001-175660,https://hudoc.echr.coe.int/eng?i=001-175660,train,,False,Belgium,be,2017,44035.3239359,473426439011.0,10.6927701163,26.8832623817
001-175153,https://hudoc.echr.coe.int/eng?i=001-175153,train,,False,Georgia,ge,2017,4418.75206547,16561685511.1,8.39383887971,23.5303577629
001-175154,https://hudoc.echr.coe.int/eng?i=001-175154,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-175156,https://hudoc.echr.coe.int/eng?i=001-175156,train,,False,Bulgaria,bg,2017,8696.68930428,53738599840.6,9.07081267216,24.7073973855
001-175158,https://hudoc.echr.coe.int/eng?i=001-175158,train,,False,Greece,gr,2017,18631.9930129,197370820218.0,9.83268910624,26.0083501324
001-175159,https://hudoc.echr.coe.int/eng?i=001-175159,train,,False,Azerbaijan,az,2017,4147.19814232,51529227685.1,8.33042933637,24.6654150115
001-175160,https://hudoc.echr.coe.int/eng?i=001-175160,train,,False,Azerbaijan,az,2017,4147.19814232,51529227685.1,8.33042933637,24.6654150115
001-175464,https://hudoc.echr.coe.int/eng?i=001-175464,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-175466,https://hudoc.echr.coe.int/eng?i=001-175466,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175469,https://hudoc.echr.coe.int/eng?i=001-175469,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175471,https://hudoc.echr.coe.int/eng?i=001-175471,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-175474,https://hudoc.echr.coe.int/eng?i=001-175474,train,,False,Montenegro,me,2017,7674.28139407,4282287496.65,8.94576023551,22.1777531658
001-175475,https://hudoc.echr.coe.int/eng?i=001-175475,train,,False,Turkey,tr,2017,10756.3877678,964205820086.0,9.28334803173,27.5945706151
001-175477,https://hudoc.echr.coe.int/eng?i=001-175477,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-175478,https://hudoc.echr.coe.int/eng?i=001-175478,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-175479,https://hudoc.echr.coe.int/eng?i=001-175479,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-175480,https://hudoc.echr.coe.int/eng?i=001-175480,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-175481,https://hudoc.echr.coe.int/eng?i=001-175481,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175482,https://hudoc.echr.coe.int/eng?i=001-175482,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175483,https://hudoc.echr.coe.int/eng?i=001-175483,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-175484,https://hudoc.echr.coe.int/eng?i=001-175484,train,,False,Hungary,hu,2017,14736.1668157,133589642960.0,9.59812793667,25.6180385723
001-175680,https://hudoc.echr.coe.int/eng?i=001-175680,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175681,https://hudoc.echr.coe.int/eng?i=001-175681,train,,False,Russian Federation,ru,2017,10658.9130859,1391065651850.0,9.2742455444,27.9610912253
001-175846,https://hudoc.echr.coe.int/eng?i=001-175846,train,,False,Belgium,be,2017,44035.3239359,473426439011.0,10.6927701163,26.8832623817
001-175487,https://hudoc.echr.coe.int/eng?i=001-175487,train,,False,Ukraine,ua,2017,2604.28759766,95453762636.0,7.86529835026,25.2819078063
001-175488,https://hudoc.echr.coe.int/eng?i=001-175488,train,,False,Armenia,am,2017,3869.05373868,11367527508.1,8.26102367189,23.1540266636
