itemid,y_amount_eur,y_binary
001-103084,2000.0,1
001-103088,15000.0,1
001-103115,4800.0,1
001-103117,30000.0,1
001-103125,4500.0,1
001-103135,0.0,0
001-103145,4000.0,1
001-103147,12500.0,1
001-103153,1800.0,1
001-103155,2500.0,1
001-103159,19800.0,1
001-103161,800.0,1
001-103216,0.0,0
001-103192,1200.0,1
001-103206,4800.0,1
001-103208,3000.0,1
001-103222,11700.0,1
001-103226,18000.0,1
001-103230,7500.0,1
001-103234,0.0,0
001-103239,4000.0,1
001-103251,8000.0,1
001-103304,9000.0,1
001-103312,3500.0,1
001-103314,9600.0,1
001-103319,2000.0,1
001-103321,2000.0,1
001-103323,1000.0,1
001-103325,8400.0,1
001-103260,20000.0,1
001-103262,0.0,0
001-103273,65000.0,1
001-103279,0.0,0
001-103285,6500.0,1
001-103350,40000.0,1
001-103352,5000.0,1
001-103359,0.0,0
001-103373,8300.0,1
001-103383,20000.0,1
001-103387,100000.0,1
001-103390,60000.0,1
001-103391,10000.0,1
001-103410,1100.0,1
001-103418,0.0,0
001-103424,0.0,0
001-103426,4000.0,1
001-103363,9000.0,1
001-103367,4300.0,1
001-103369,0.0,0
001-103371,15000.0,1
001-103394,4000.0,1
001-103397,3000.0,1
001-103399,5000.0,1
001-103413,16000.0,1
001-103415,30000.0,1
001-103522,1800.0,1
001-103528,120000.0,1
001-103530,3000.0,1
001-103543,5000.0,1
001-103605,0.0,0
001-103596,2000.0,1
001-103598,0.0,0
001-103611,600.0,1
001-103613,0.0,0
001-103625,0.0,0
001-103690,0.0,0
001-103694,3000.0,1
001-103707,17600.0,1
001-103709,2400.0,1
001-103713,2400.0,1
001-103636,0.0,0
001-103650,12000.0,1
001-103654,1000.0,1
001-103663,0.0,0
001-103665,35000.0,1
001-103667,1200.0,1
001-103669,1200.0,1
001-103671,2100.0,1
001-103674,24000.0,1
001-103676,25000.0,1
001-103701,0.0,0
001-103763,5000.0,1
001-103765,2400.0,1
001-103767,0.0,0
001-103769,0.0,0
001-103776,0.0,0
001-103790,6500.0,1
001-103896,1500.0,1
001-103904,15000.0,1
001-103925,0.0,0
001-103927,0.0,0
001-103929,0.0,0
001-103931,18000.0,1
001-103933,15000.0,1
001-103936,9600.0,1
001-103938,45000.0,1
001-103940,3100.0,1
001-103944,14400.0,1
001-103946,5500.0,1
001-103951,20000.0,1
001-103996,5400.0,1
001-103998,10000.0,1
001-104139,3000.0,1
001-104143,12000.0,1
001-104149,60000.0,1
001-104157,0.0,0
001-104159,270000.0,1
001-104265,0.0,0
001-104281,0.0,0
001-104289,16000.0,1
001-104285,9000.0,1
001-104290,3000.0,1
001-104293,4000.0,1
001-104295,18000.0,1
001-104316,750.0,1
001-104355,1800.0,1
001-104357,3525.0,1
001-104359,25000.0,1
001-104427,2400.0,1
001-104478,0.0,0
001-104482,8000.0,1
001-104491,15000.0,1
001-104495,0.0,0
001-104511,7200.0,1
001-104515,18000.0,1
001-104486,2200.0,1
001-104490,27467.0,1
001-104539,2000.0,1
001-104541,5000.0,1
001-104543,0.0,0
001-104547,2400.0,1
001-104553,20000.0,1
001-104556,3200.0,1
001-104558,60000.0,1
001-104561,2600.0,1
001-104563,3000.0,1
001-104567,7000.0,1
001-104572,7000.0,1
001-104574,0.0,0
001-104613,35000.0,1
001-104623,5200.0,1
001-104626,0.0,0
001-104636,50000.0,1
001-104649,32000.0,1
001-104651,20000.0,1
001-104657,1500.0,1
001-104662,770000.0,1
001-104668,104000.0,1
001-104670,0.0,0
001-104682,0.0,0
001-104685,6000.0,1
001-104698,1200.0,1
001-104700,7000.0,1
001-104704,10000.0,1
001-104706,1100.0,1
001-104708,9000.0,1
001-104710,0.0,0
001-104714,22000.0,1
001-104716,0.0,0
001-104718,64000.0,1
001-104722,0.0,0
001-104724,18000.0,1
001-104745,0.0,0
001-104754,5000.0,1
001-104762,14000.0,1
001-104726,3100.0,1
001-104728,1600.0,1
001-104782,17400.0,1
001-104794,21000.0,1
001-104804,42000.0,1
001-104839,8000.0,1
001-104845,2400.0,1
001-104849,60000.0,1
001-104851,60000.0,1
001-104859,8000.0,1
001-104864,36000.0,1
001-104866,23400.0,1
001-104880,1200.0,1
001-104886,2100.0,1
001-104911,45000.0,1
001-104919,0.0,0
001-104920,1600.0,1
001-104921,1800.0,1
001-104923,19500.0,1
001-104927,0.0,0
001-104940,42000.0,1
001-104945,60000.0,1
001-104962,0.0,0
001-104967,12400.0,1
001-104975,2500.0,1
001-104977,0.0,0
001-104983,10000.0,1
001-104935,40000.0,1
001-104939,60000.0,1
001-104943,60000.0,1
001-104946,2000.0,1
001-104947,60000.0,1
001-104955,35000.0,1
001-104963,6000.0,1
001-104978,3000.0,1
001-104981,6000.0,1
001-104984,5000.0,1
001-104998,1800.0,1
001-105004,12000.0,1
001-105006,18800.0,1
001-105008,7200.0,1
001-104903,6200.0,1
001-104913,3000.0,1
001-105096,11000.0,1
001-105102,20000.0,1
001-105104,20000.0,1
001-105108,11200.0,1
001-105110,24000.0,1
001-105114,0.0,0
001-105116,3000.0,1
001-105119,10000.0,1
001-105121,6000.0,1
001-105123,0.0,0
001-105125,4000.0,1
001-105129,15000.0,1
001-105130,10000.0,1
001-105139,3000.0,1
001-105147,1000.0,1
001-105164,17000.0,1
001-105167,16000.0,1
001-105178,1500.0,1
001-105181,24000.0,1
001-105183,2000.0,1
001-105197,1800.0,1
001-105203,60000.0,1
001-105210,60000.0,1
001-105215,0.0,0
001-105217,0.0,0
001-105221,600.0,1
001-105226,10000.0,1
001-105230,1000.0,1
001-105273,6000.0,1
001-105277,78000.0,1
001-105282,9600.0,1
001-105289,15000.0,1
001-105291,2000.0,1
001-105293,0.0,0
001-105295,4000.0,1
001-105279,12000.0,1
001-105281,5000.0,1
001-105309,7200.0,1
001-105355,12000.0,1
001-105396,4000.0,1
001-105402,10000.0,1
001-105413,9000.0,1
001-105415,0.0,0
001-105417,0.0,0
001-105434,0.0,0
001-105394,2800.0,1
001-105451,3000.0,1
001-105453,4850.0,1
001-105455,10700.0,1
001-105458,30000.0,1
001-105460,0.0,0
001-105468,15000.0,1
001-105499,20000.0,1
001-105504,115000.0,1
001-105507,2000.0,1
001-105511,4000.0,1
001-105513,4000.0,1
001-105516,6600.0,1
001-105524,3000.0,1
001-105557,4000.0,1
001-105284,10000.0,1
001-105478,17000.0,1
001-105531,77700.0,1
001-105561,6000.0,1
001-105606,85000.0,1
001-105611,10000.0,1
001-105612,25000.0,1
001-105622,3500.0,1
001-105624,10000.0,1
001-105634,3800.0,1
001-105653,21000.0,1
001-105669,9000.0,1
001-105673,33000.0,1
001-105679,2400.0,1
001-105683,45000.0,1
001-105685,4800.0,1
001-105689,1000.0,1
001-105691,6000.0,1
001-105699,3000.0,1
001-105707,3000.0,1
001-105711,10000.0,1
001-105712,2200.0,1
001-105715,0.0,0
001-105746,10000.0,1
001-105748,20000.0,1
001-105768,8000.0,1
001-105770,0.0,0
001-105775,4550.0,1
001-105777,10000.0,1
001-105754,0.0,0
001-105758,20000.0,1
001-105764,1800.0,1
001-105788,12000.0,1
001-105820,9000.0,1
001-105823,40000.0,1
001-105825,0.0,0
001-105834,5000.0,1
001-105845,2000.0,1
001-105847,11700.0,1
001-106152,0.0,0
001-106192,3000.0,1
001-106197,1800.0,1
001-106204,2000.0,1
001-106165,13000.0,1
001-106167,16000.0,1
001-106169,0.0,0
001-106171,5000.0,1
001-106240,2400.0,1
001-106257,3200.0,1
001-106259,15000.0,1
001-106272,20000.0,1
001-106276,3900.0,1
001-106282,0.0,0
001-106286,4800.0,1
001-106184,1000.0,1
001-106186,600.0,1
001-106188,1600.0,1
001-106194,3200.0,1
001-106196,16800.0,1
001-106392,24400.0,1
001-106419,0.0,0
001-106425,60000.0,1
001-106427,9000.0,1
001-106433,13000.0,1
001-106436,10000.0,1
001-106446,5000.0,1
001-106451,10000.0,1
001-106454,8000.0,1
001-106460,0.0,0
001-106549,0.0,0
001-106551,6000.0,1
001-106553,18000.0,1
001-106561,7000.0,1
001-106584,5000.0,1
001-106592,5000.0,1
001-106596,18000.0,1
001-106611,0.0,0
001-106623,4800.0,1
001-106625,0.0,0
001-106629,20000.0,1
001-106638,1600.0,1
001-106653,2000.0,1
001-106672,1100.0,1
001-106674,1700.0,1
001-106668,3500.0,1
001-106734,20000.0,1
001-106764,4800.0,1
001-106766,4800.0,1
001-106769,20000.0,1
001-106776,15000.0,1
001-106780,2000.0,1
001-106783,14500.0,1
001-106785,0.0,0
001-106786,900.0,1
001-106789,1200.0,1
001-106791,4800.0,1
001-106797,0.0,0
001-106835,11700.0,1
001-106893,0.0,0
001-106907,1000.0,1
001-106804,2900.0,1
001-106840,0.0,0
001-106863,0.0,0
001-106871,0.0,0
001-106902,6000.0,1
001-106968,4000.0,1
001-107001,3200.0,1
001-107014,9000.0,1
001-107016,13000.0,1
001-107020,20000.0,1
001-107024,20000.0,1
001-107026,1000.0,1
001-107028,16000.0,1
001-107034,0.0,0
001-107040,15000.0,1
001-107044,9000.0,1
001-107045,2000.0,1
001-107049,4000.0,1
001-107053,3000.0,1
001-107056,14000.0,1
001-107057,5000.0,1
001-107087,9000.0,1
001-107132,11000.0,1
001-107059,5500.0,1
001-107067,2000.0,1
001-107077,6000.0,1
001-107088,8000.0,1
001-107139,8000.0,1
001-107141,20000.0,1
001-107159,30000.0,1
001-107160,76300.0,1
001-107162,1200.0,1
001-107165,0.0,0
001-107172,6000.0,1
001-107174,9000.0,1
001-107206,0.0,0
001-107167,23000.0,1
001-107185,0.0,0
001-107189,15000.0,1
001-107196,15000.0,1
001-107198,0.0,0
001-107201,6000.0,1
001-107225,19000.0,1
001-107236,3000.0,1
001-107238,2400.0,1
001-107243,2400.0,1
001-107248,2400.0,1
001-107251,2400.0,1
001-107254,3000.0,1
001-107258,3000.0,1
001-107261,2400.0,1
001-107264,2400.0,1
001-107273,0.0,0
001-107282,0.0,0
001-107289,1500.0,1
001-107303,2000.0,1
001-107307,4000.0,1
001-107337,15000.0,1
001-107327,23000.0,1
001-107329,0.0,0
001-107333,800.0,1
001-107335,50000.0,1
001-107364,31000.0,1
001-107392,12000.0,1
001-107396,18000.0,1
001-107339,1100.0,1
001-107341,2895.0,1
001-107343,600.0,1
001-107421,0.0,0
001-107434,2400.0,1
001-107444,0.0,0
001-107452,9000.0,1
001-107480,40000.0,1
001-107508,54000.0,1
001-107520,1500.0,1
001-107521,6000.0,1
001-107527,0.0,0
001-107530,4000.0,1
001-107546,15000.0,1
001-107550,1000.0,1
001-107516,4000.0,1
001-107524,1200.0,1
001-107535,1700.0,1
001-107556,20000.0,1
001-107558,5000.0,1
001-107561,0.0,0
001-107563,10000.0,1
001-107589,2000.0,1
001-107591,0.0,0
001-107596,0.0,0
001-107653,9000.0,1
001-107697,2000.0,1
001-107699,0.0,0
001-107703,6000.0,1
001-107669,15000.0,1
001-107688,11200.0,1
001-107701,1000.0,1
001-107712,7000.0,1
001-107713,9000.0,1
001-107721,2400.0,1
001-107727,2400.0,1
001-107731,0.0,0
001-107735,29600.0,1
001-107739,8400.0,1
001-107741,1100.0,1
001-107755,9000.0,1
001-107768,16000.0,1
001-107886,6000.0,1
001-107888,9000.0,1
001-107943,202.34,1
001-107947,2400.0,1
001-107951,10000.0,1
001-107989,9000.0,1
001-108031,9000.0,1
001-108007,3000.0,1
001-108009,4000.0,1
001-108014,6000.0,1
001-108017,12000.0,1
001-108023,10000.0,1
001-108072,6000.0,1
001-108117,7000.0,1
001-108161,5000.0,1
001-108162,15000.0,1
001-108165,0.0,0
001-108168,0.0,0
001-108189,20000.0,1
001-108194,3000.0,1
001-108201,4000.0,1
001-108203,0.0,0
001-108205,3200.0,1
001-108209,9500.0,1
001-108211,8000.0,1
001-108213,800.0,1
001-108216,1200.0,1
001-108218,4500.0,1
001-108220,20000.0,1
001-108225,3000.0,1
001-108231,1254000.0,1
001-108232,0.0,0
001-108235,10000.0,1
001-108237,2000.0,1
001-108239,0.0,0
001-108243,1000.0,1
001-108246,3000.0,1
001-108248,4800.0,1
001-108250,17600.0,1
001-108387,5000.0,1
001-108388,0.0,0
001-108391,0.0,0
001-108397,15000.0,1
001-108400,9000.0,1
001-108409,3000.0,1
001-108418,1000.0,1
001-108423,4000.0,1
001-108427,15000.0,1
001-108429,30000.0,1
001-108433,0.0,0
001-108436,0.0,0
001-108460,18000.0,1
001-108462,3000.0,1
001-108465,15000.0,1
001-108470,7000.0,1
001-108478,9000.0,1
001-108480,0.0,0
001-108491,7500.0,1
001-108494,7500.0,1
001-108500,16000.0,1
001-108502,6000.0,1
001-108504,6000.0,1
001-108482,0.0,0
001-108496,0.0,0
001-108506,15000.0,1
001-108508,0.0,0
001-108537,1700.0,1
001-108549,0.0,0
001-108572,48000.0,1
001-108573,1200.0,1
001-108576,8000.0,1
001-108578,18000.0,1
001-108580,6000.0,1
001-108447,1800.0,1
001-108584,6000.0,1
001-108588,2400.0,1
001-108590,0.0,0
001-108595,3600.0,1
001-108604,2000.0,1
001-108605,25000.0,1
001-108607,16000.0,1
001-108615,2400.0,1
001-108619,500.0,1
001-108623,10000.0,1
001-108627,9000.0,1
001-108629,0.0,0
001-108643,6000.0,1
001-108676,18000.0,1
001-108683,7200.0,1
001-108686,5000.0,1
001-108690,15000.0,1
001-108697,2500.0,1
001-108699,4800.0,1
001-108645,6000.0,1
001-108654,6000.0,1
001-108659,8500.0,1
001-108663,0.0,0
001-108670,15000.0,1
001-108749,6000.0,1
001-108754,3000.0,1
001-108756,10000.0,1
001-108761,6000.0,1
001-108766,4000.0,1
001-108779,2500.0,1
001-108781,15000.0,1
001-108784,7000.0,1
001-108787,25000.0,1
001-108791,3200.0,1
001-108856,0.0,0
001-108859,3000.0,1
001-108861,4000.0,1
001-108881,4500.0,1
001-108883,2400.0,1
001-108891,2400.0,1
001-108957,8000.0,1
001-108961,0.0,0
001-108963,2000.0,1
001-108967,3000.0,1
001-108969,9000.0,1
001-108971,0.0,0
001-108973,3000.0,1
001-108975,3000.0,1
001-108990,100000.0,1
001-108994,2000.0,1
001-109034,0.0,0
001-109044,10000.0,1
001-109050,4500.0,1
001-109052,9700.0,1
001-109062,3600.0,1
001-109064,6000.0,1
001-109066,3000.0,1
001-109070,50500.0,1
001-109074,35000.0,1
001-109080,9000.0,1
001-109082,24000.0,1
001-109091,8000.0,1
001-109116,6000.0,1
001-109119,8000.0,1
001-109122,14000.0,1
001-109124,800.0,1
001-109126,1600.0,1
001-109130,40000.0,1
001-109132,25000.0,1
001-109138,20000.0,1
001-109142,0.0,0
001-109144,7500.0,1
001-109146,3600.0,1
001-109148,6000.0,1
001-109150,1600.0,1
001-109187,10000.0,1
001-109189,5000.0,1
001-109191,10000.0,1
001-109221,7500.0,1
001-109193,0.0,0
001-109197,5000.0,1
001-109200,6000.0,1
001-109219,10000.0,1
001-109226,8000.0,1
001-109231,15000.0,1
001-109241,4800.0,1
001-109249,60000.0,1
001-109251,60000.0,1
001-109283,80000.0,1
001-109289,7000.0,1
001-109292,7500.0,1
001-109298,1800.0,1
001-109300,0.0,0
001-109326,0.0,0
001-109318,1500.0,1
001-109320,3000.0,1
001-109322,2500.0,1
001-109324,6000.0,1
001-109335,0.0,0
001-109343,5200.0,1
001-109359,3200.0,1
001-109361,4000.0,1
001-109363,3000.0,1
001-109367,6000.0,1
001-109369,800.0,1
001-109371,16800.0,1
001-109377,0.0,0
001-109514,10000.0,1
001-109518,10000.0,1
001-109527,7500.0,1
001-109534,6000.0,1
001-109538,19500.0,1
001-109544,7000.0,1
001-109547,5200.0,1
001-109550,4000.0,1
001-109565,2400.0,1
001-109567,6800.0,1
001-109569,1400.0,1
001-109573,1500.0,1
001-109729,15000.0,1
001-109741,15000.0,1
001-109750,48000.0,1
001-109791,6000.0,1
001-109868,3000.0,1
001-109881,0.0,0
001-109883,7500.0,1
001-109886,120000.0,1
001-109909,1000.0,1
001-109913,100000.0,1
001-109917,1000.0,1
001-110145,7500.0,1
001-110154,0.0,0
001-110158,0.0,0
001-110166,60000.0,1
001-110171,3000.0,1
001-110180,0.0,0
001-110183,7500.0,1
001-110184,3200.0,1
001-110186,7800.0,1
001-110244,1200.0,1
001-110246,0.0,0
001-110251,0.0,0
001-110200,6000.0,1
001-110202,1250.0,1
001-110212,10000.0,1
001-110253,50000.0,1
001-110259,0.0,0
001-110260,1600.0,1
001-110262,10000.0,1
001-110263,7000.0,1
001-110266,2500.0,1
001-110299,0.0,0
001-110305,10000.0,1
001-110513,0.0,0
001-110378,14000.0,1
001-110379,2000.0,1
001-110380,10000.0,1
001-110393,4500.0,1
001-110440,5000.0,1
001-110441,15500.0,1
001-110465,2000.0,1
001-110483,0.0,0
001-110486,0.0,0
001-110488,4500.0,1
001-110491,10000.0,1
001-110495,30000.0,1
001-110499,18000.0,1
001-110515,12000.0,1
001-110519,0.0,0
001-110535,900.0,1
001-110537,1800.0,1
001-110539,3400.0,1
001-110541,5000.0,1
001-110543,12000.0,1
001-110444,20000.0,1
001-110445,4000.0,1
001-110446,1000.0,1
001-110449,0.0,0
001-110450,4200.0,1
001-110452,5150.0,1
001-110683,15000.0,1
001-110529,0.0,0
001-110531,8000.0,1
001-110710,5847.0,1
001-110722,15000.0,1
001-110699,13500.0,1
001-110702,0.0,0
001-110703,30000.0,1
001-110704,27900.0,1
001-110706,1200.0,1
001-110707,2500.0,1
001-110717,3000.0,1
001-110718,20000.0,1
001-110719,15000.0,1
001-110720,20000.0,1
001-110823,1000.0,1
001-110828,15000.0,1
001-110806,4000.0,1
001-110807,6000.0,1
001-110809,2000.0,1
001-110810,14000.0,1
001-110812,0.0,0
001-110814,45000.0,1
001-110817,0.0,0
001-110881,0.0,0
001-110888,1500.0,1
001-110895,40000.0,1
001-110900,0.0,0
001-110904,10000.0,1
001-110906,3000.0,1
001-110908,4500.0,1
001-110910,3200.0,1
001-110913,15000.0,1
001-110921,0.0,0
001-110924,15000.0,1
001-110935,4000.0,1
001-110936,8800.0,1
001-110961,11900.0,1
001-110986,7150.0,1
001-110943,5400.0,1
001-110944,300000.0,1
001-110947,15000.0,1
001-110949,10000.0,1
001-110951,3000.0,1
001-110953,2000.0,1
001-111138,6800.0,1
001-111140,3000.0,1
001-111142,2500.0,1
001-111209,6000.0,1
001-111215,4000.0,1
001-111171,6000.0,1
001-111176,45000.0,1
001-111177,2000.0,1
001-111178,0.0,0
001-111263,26000.0,1
001-111266,19500.0,1
001-111272,6000.0,1
001-111364,7000.0,1
001-111369,5000.0,1
001-111386,7500.0,1
001-111389,9000.0,1
001-111391,0.0,0
001-111394,7250.0,1
001-111397,0.0,0
001-111400,3250.0,1
001-111402,3000.0,1
001-111404,4000.0,1
001-111406,120000.0,1
001-111410,55000.0,1
001-111416,30000.0,1
001-111418,60000.0,1
001-111419,2000.0,1
001-111420,0.0,0
001-111421,3000.0,1
001-111422,8000.0,1
001-111427,25000.0,1
001-111428,2000.0,1
001-111484,90000.0,1
001-111496,6700.0,1
001-111518,7200.0,1
001-111520,3600.0,1
001-111523,1000.0,1
001-111525,12000.0,1
001-111536,0.0,0
001-111540,1000.0,1
001-111543,30000.0,1
001-111583,3600.0,1
001-111585,0.0,0
001-111586,3000.0,1
001-111591,0.0,0
001-111628,4500.0,1
001-111631,8000.0,1
001-111634,120000.0,1
001-111657,3600.0,1
001-111661,5000.0,1
001-111666,0.0,0
001-111690,5000.0,1
001-111682,12000.0,1
001-111688,0.0,0
001-111850,7000.0,1
001-111837,15000.0,1
001-111838,45500.0,1
001-111839,2000.0,1
001-111840,0.0,0
001-111841,0.0,0
001-111890,3000.0,1
001-111938,10000.0,1
001-112013,15000.0,1
001-111981,5000.0,1
001-111985,0.0,0
001-111987,2000.0,1
001-112021,10000.0,1
001-112061,12000.0,1
001-112086,6000.0,1
001-112088,5000.0,1
001-112090,0.0,0
001-112091,5000.0,1
001-112095,15000.0,1
001-112097,240000.0,1
001-112098,60000.0,1
001-112102,0.0,0
001-112103,2500.0,1
001-112108,30000.0,1
001-112194,12000.0,1
001-112200,5000.0,1
001-112201,8000.0,1
001-112206,12000.0,1
001-112210,8400.0,1
001-112277,20000.0,1
001-112278,12000.0,1
001-112280,10000.0,1
001-112282,2500.0,1
001-112305,4000.0,1
001-112306,4500.0,1
001-112321,12500.0,1
001-112322,11500.0,1
001-112402,3700.0,1
001-112420,20000.0,1
001-112430,19500.0,1
001-112434,14400.0,1
001-112442,4000.0,1
001-112444,3300.0,1
001-112446,1500.0,1
001-112449,2000.0,1
001-112459,30000.0,1
001-112465,5000.0,1
001-112468,6000.0,1
001-112416,1500.0,1
001-112417,100000.0,1
001-112476,1100.0,1
001-112481,12000.0,1
001-112501,5000.0,1
001-112528,7500.0,1
001-112529,175000.0,1
001-112534,12500.0,1
001-112535,122500.0,1
001-112536,60000.0,1
001-112540,3000.0,1
001-112547,43800.0,1
001-112568,6000.0,1
001-112570,3600.0,1
001-112571,1400.0,1
001-112574,6000.0,1
001-112576,0.0,0
001-112586,65000.0,1
001-112588,4000.0,1
001-112706,0.0,0
001-112989,0.0,0
001-112990,3000.0,1
001-112993,0.0,0
001-113118,0.0,0
001-113126,0.0,0
001-113127,17200.0,1
001-113128,16250.0,1
001-113129,4000.0,1
001-113134,0.0,0
001-113139,8800.0,1
001-113141,3000.0,1
001-113142,0.0,0
001-113119,20000.0,1
001-113273,10000.0,1
001-113280,6500.0,1
001-113328,0.0,0
001-113331,4000.0,1
001-113333,3000.0,1
001-113338,2000.0,1
001-113339,5000.0,1
001-113384,3600.0,1
001-113410,0.0,0
001-113411,0.0,0
001-113414,9750.0,1
001-113416,10000.0,1
001-113426,0.0,0
001-113428,0.0,0
001-113430,6500.0,1
001-113435,500.0,1
001-113441,7800.0,1
001-113445,0.0,0
001-113520,5000.0,1
001-113521,4000.0,1
001-113522,30000.0,1
001-113287,30000.0,1
001-113289,9000.0,1
001-113290,6600.0,1
001-113292,8300.0,1
001-113293,10000.0,1
001-113294,0.0,0
001-113296,6000.0,1
001-113297,5000.0,1
001-113298,3600.0,1
001-113299,10000.0,1
001-113300,6000.0,1
001-113301,4700.0,1
001-113302,25000.0,1
001-113542,4500.0,1
001-113544,1500.0,1
001-113548,3000.0,1
001-113632,4000.0,1
001-113648,16000.0,1
001-113603,2300.0,1
001-113387,10000.0,1
001-113388,6500.0,1
001-113390,1300.0,1
001-113741,12000.0,1
001-113750,1000.0,1
001-113752,1500.0,1
001-113754,1500.0,1
001-113756,10500.0,1
001-113757,6000.0,1
001-113758,1500.0,1
001-113767,45000.0,1
001-113771,7200.0,1
001-113876,18000.0,1
001-114032,30000.0,1
001-113718,1000.0,1
001-113719,0.0,0
001-113720,10000.0,1
001-113722,10000.0,1
001-113777,0.0,0
001-113780,0.0,0
001-113783,5200.0,1
001-113785,10000.0,1
001-113805,4000.0,1
001-113806,1200.0,1
001-113807,3200.0,1
001-113808,4000.0,1
001-113809,0.0,0
001-113810,2000.0,1
001-113811,3200.0,1
001-113812,20000.0,1
001-114082,6000.0,1
001-113919,2380.0,1
001-113921,7500.0,1
001-113928,10000.0,1
001-113929,3250.0,1
001-113930,7800.0,1
001-113934,6000.0,1
001-113936,10000.0,1
001-113937,20000.0,1
001-113978,0.0,0
001-114074,6500.0,1
001-114076,0.0,0
001-114080,14000.0,1
001-114081,7500.0,1
001-114051,3000.0,1
001-114277,0.0,0
001-114085,12000.0,1
001-114087,10000.0,1
001-114088,12000.0,1
001-114090,15000.0,1
001-114096,6000.0,1
001-114097,12000.0,1
001-114098,45000.0,1
001-114099,60000.0,1
001-114240,0.0,0
001-114241,1500.0,1
001-114243,12000.0,1
001-114244,6000.0,1
001-114245,0.0,0
001-114247,5000.0,1
001-114249,2500.0,1
001-114250,2000.0,1
001-114251,0.0,0
001-114253,50000.0,1
001-114254,15000.0,1
001-114257,7500.0,1
001-114259,1000.0,1
001-114260,15000.0,1
001-114264,5200.0,1
001-114265,2200.0,1
001-114266,8000.0,1
001-114267,1000.0,1
001-114269,4300.0,1
001-114276,16000.0,1
001-114469,10000.0,1
001-114484,15000.0,1
001-114489,20000.0,1
001-114490,10000.0,1
001-114491,0.0,0
001-114512,0.0,0
001-114513,22000.0,1
001-114515,5500.0,1
001-114516,13000.0,1
001-114517,0.0,0
001-114518,8000.0,1
001-114519,0.0,0
001-114520,5000.0,1
001-114522,10000.0,1
001-114752,30000.0,1
001-114451,2400.0,1
001-114452,30000.0,1
001-114454,3000.0,1
001-114455,11000.0,1
001-114456,14000.0,1
001-114457,2400.0,1
001-114458,2400.0,1
001-114463,14400.0,1
001-114464,2400.0,1
001-114468,7500.0,1
001-114653,3000.0,1
001-114665,9750.0,1
001-114666,3000.0,1
001-114439,0.0,0
001-114658,20000.0,1
001-114662,0.0,0
001-114766,5000.0,1
001-114767,4500.0,1
001-114769,0.0,0
001-114776,0.0,0
001-114778,4000.0,1
001-114779,7000.0,1
001-114781,2500.0,1
001-114782,3000.0,1
001-114783,4200.0,1
001-114784,600.0,1
001-114785,102000.0,1
001-114786,11500.0,1
001-115160,0.0,0
001-114935,6000.0,1
001-114938,0.0,0
001-114945,0.0,0
001-114995,5000.0,1
001-115003,3400.0,1
001-115006,0.0,0
001-115007,27000.0,1
001-115011,8000.0,1
001-115012,6000.0,1
001-115019,10000.0,1
001-115167,7500.0,1
001-115170,9000.0,1
001-115172,5000.0,1
001-115176,15000.0,1
001-115177,7500.0,1
001-115204,4000.0,1
001-115207,4000.0,1
001-115208,102000.0,1
001-115209,45000.0,1
001-115210,7000.0,1
001-115212,2000.0,1
001-115493,1000.0,1
001-115498,3000.0,1
001-115621,60000.0,1
001-115301,4000.0,1
001-115302,1000.0,1
001-115305,20000.0,1
001-115307,12000.0,1
001-115313,5000.0,1
001-115315,1200.0,1
001-115379,3600.0,1
001-115380,3600.0,1
001-115381,900.0,1
001-115382,0.0,0
001-115393,5800.0,1
001-115394,3600.0,1
001-115395,12000.0,1
001-115396,0.0,0
001-115397,7000.0,1
001-115398,12000.0,1
001-115399,1100.0,1
001-115400,5900.0,1
001-115402,1050.0,1
001-115657,60000.0,1
001-115705,7500.0,1
001-115713,4000.0,1
001-115733,1300.0,1
001-115734,6400.0,1
001-115846,3000.0,1
001-115850,3000.0,1
001-115851,2500.0,1
001-115853,5000.0,1
001-115866,20000.0,1
001-115868,12500.0,1
001-115871,6000.0,1
001-115770,0.0,0
001-115771,0.0,0
001-115980,0.0,0
001-115981,0.0,0
001-115861,6000.0,1
001-115862,6000.0,1
001-115865,0.0,0
001-115867,1500.0,1
001-115869,9000.0,1
001-115872,1500.0,1
001-115873,10000.0,1
001-115874,5000.0,1
001-115875,3500.0,1
001-115876,0.0,0
001-115877,6000.0,1
001-115879,2900.0,1
001-115880,1300.0,1
001-115881,2000.0,1
001-115883,9000.0,1
001-115884,12000.0,1
001-115886,25000.0,1
001-115887,20000.0,1
001-115888,7500.0,1
001-116020,25000.0,1
001-116024,0.0,0
001-116026,2500.0,1
001-116027,0.0,0
001-116029,3000.0,1
001-116031,50000.0,1
001-116032,14400.0,1
001-116034,38400.0,1
001-116036,5500.0,1
001-116038,2000.0,1
001-116065,11500.0,1
001-116067,6000.0,1
001-116068,9600.0,1
001-116069,4200.0,1
001-116070,2900.0,1
001-116071,7000.0,1
001-116075,15000.0,1
001-116076,1000.0,1
001-116077,3000.0,1
001-116078,12500.0,1
001-115864,6000.0,1
001-116121,750.0,1
001-116124,0.0,0
001-116129,7200.0,1
001-116134,1800.0,1
001-116441,0.0,0
001-116179,3000.0,1
001-116183,6000.0,1
001-116185,7300.0,1
001-116186,9000.0,1
001-116326,5200.0,1
001-116327,0.0,0
001-116328,15000.0,1
001-116329,7500.0,1
001-116331,5000.0,1
001-116332,15000.0,1
001-116367,10000.0,1
